NAME,earn_tot,earn_with,earn_no,passist_tot,passist_with,passist_no,hhinc_tot,hhinc_<10,hhinc_10-15,hhinc_15-20,hhinc_20-25,hhinc_25-30,hhinc_30-35,hhinc_35-40,hhinc_40-45,hhinc_45-50,hhinc_50-60,hhinc_60-75,hhinc_75-100,hhinc_100-125,hhinc_125-150,hhinc_150-200,hhinc_>200,hhinc_med,hhinc_fam,occ_tot,occ_occ,occ_vac,mort_tot,mort_debt,mort_secloan,mort_sec,mort_heq,mort_both,mort_no2,mort_none,emp_tot,emp_in,emp_civ,emp_emp,emp_un,emp_arm,emp_no,state,county,tract,block group,GEOID
"Block Group 3, Census Tract 400, Douglas County, Oregon",304,178,126,304,73,231,304,0,27,11,18,17,67,6,17,17,20,26,24,36,4,0,14,41154,74583,385,304,81,259,175,7,2,5,6,162,84,511,243,243,222,21,0,268,41,019,040000,3,410190400003
"Block Group 1, Census Tract 400, Douglas County, Oregon",300,142,158,300,10,290,300,2,11,18,5,27,16,20,16,16,15,60,52,31,0,11,0,62917,63667,321,300,21,273,112,0,0,0,0,112,161,589,200,196,196,0,4,389,41,019,040000,1,410190400001
"Block Group 1, Census Tract 500.02, Douglas County, Oregon",1248,728,520,1248,353,895,1248,191,57,40,125,21,121,36,50,31,132,105,191,120,8,20,0,41650,54940,1315,1248,67,784,297,49,32,17,0,248,487,2390,1165,1165,1114,51,0,1225,41,019,050002,1,410190500021
"Block Group 4, Census Tract 500.02, Douglas County, Oregon",574,344,230,574,114,460,574,49,0,19,58,91,56,0,30,47,43,70,59,35,0,0,17,42500,47952,650,574,76,457,356,28,0,28,0,328,101,1207,651,651,618,33,0,556,41,019,050002,4,410190500024
"Block Group 2, Census Tract 1000, Douglas County, Oregon",457,332,125,457,109,348,457,0,10,28,78,40,17,0,27,45,12,91,42,9,10,16,32,48885,45469,519,457,62,291,141,43,32,11,0,98,150,940,424,424,372,52,0,516,41,019,100000,2,410191000002
"Block Group 3, Census Tract 1000, Douglas County, Oregon",431,345,86,431,53,378,431,11,20,0,44,51,58,12,40,18,12,25,21,55,12,52,0,41219,60114,609,431,178,207,144,0,0,0,0,144,63,1147,570,570,562,8,0,577,41,019,100000,3,410191000003
"Block Group 4, Census Tract 1200, Douglas County, Oregon",446,216,230,446,148,298,446,33,20,22,65,18,13,50,11,68,23,60,47,16,0,0,0,42955,48614,462,446,16,252,91,0,0,0,0,91,161,853,431,431,428,3,0,422,41,019,120000,4,410191200004
"Block Group 5, Census Tract 1200, Douglas County, Oregon",262,137,125,262,46,216,262,15,32,0,0,15,13,58,16,34,19,17,13,30,0,0,0,37414,50132,262,262,0,154,62,15,0,15,0,47,92,410,202,202,202,0,0,208,41,019,120000,5,410191200005
"Block Group 1, Census Tract 1200, Douglas County, Oregon",1032,633,399,1032,238,794,1032,16,72,49,30,74,76,81,66,17,88,221,163,33,36,10,0,52500,58333,1124,1032,92,735,498,39,15,24,0,459,237,1799,1003,1003,942,61,0,796,41,019,120000,1,410191200001
"Block Group 2, Census Tract 1200, Douglas County, Oregon",909,667,242,909,377,532,909,82,83,107,134,66,24,37,116,84,10,105,30,31,0,0,0,27288,24409,909,909,0,382,128,0,0,0,0,128,254,1491,920,920,894,26,0,571,41,019,120000,2,410191200002
"Block Group 1, Census Tract 900, Douglas County, Oregon",413,228,185,413,83,330,413,35,0,31,0,57,46,0,11,0,0,15,102,9,36,51,20,84417,86890,508,413,95,339,158,0,0,0,0,158,181,911,294,294,263,31,0,617,41,019,090000,1,410190900001
"Block Group 2, Census Tract 900, Douglas County, Oregon",367,120,247,367,116,251,367,0,37,30,50,90,41,59,34,0,13,0,13,0,0,0,0,27902,32378,367,367,0,306,31,0,0,0,0,31,275,473,155,155,155,0,0,318,41,019,090000,2,410190900002
"Block Group 2, Census Tract 309.02, Linn County, Oregon",636,352,284,636,144,492,636,6,35,63,57,5,36,44,49,59,4,32,131,33,36,16,30,47632,80102,713,636,77,521,228,17,0,17,0,211,293,1267,547,547,508,39,0,720,41,043,030902,2,410430309022
"Block Group 3, Census Tract 309.02, Linn County, Oregon",569,381,188,569,111,458,569,15,2,53,22,15,20,16,27,20,22,72,160,32,56,18,19,75060,82708,585,569,16,512,371,32,0,32,0,339,141,1398,762,762,727,35,0,636,41,043,030902,3,410430309023
"Block Group 5, Census Tract 309.02, Linn County, Oregon",881,719,162,881,124,757,881,34,16,62,34,79,72,30,31,30,232,74,31,94,45,17,0,55413,56006,881,881,0,565,319,0,0,0,0,319,246,1926,1033,1033,998,35,0,893,41,043,030902,5,410430309025
"Block Group 3, Census Tract 309.03, Linn County, Oregon",913,589,324,913,201,712,913,39,70,73,68,76,76,33,20,58,61,4,151,53,81,26,24,45065,53889,954,913,41,646,380,66,31,35,0,314,266,1540,872,872,853,19,0,668,41,043,030903,3,410430309033
"Block Group 1, Census Tract 309.03, Linn County, Oregon",485,238,247,485,208,277,485,88,69,0,15,43,39,45,0,0,32,70,67,0,5,12,0,31763,37542,534,485,49,142,105,0,0,0,0,105,37,903,353,353,353,0,0,550,41,043,030903,1,410430309031
"Block Group 1, Census Tract 309.04, Linn County, Oregon",375,251,124,375,101,274,375,51,9,0,8,16,34,12,0,0,32,64,88,29,0,18,14,68319,71136,375,375,0,330,193,0,0,0,0,193,137,890,492,492,403,89,0,398,41,043,030904,1,410430309041
"Block Group 3, Census Tract 309.04, Linn County, Oregon",556,373,183,556,92,464,556,47,7,15,14,23,16,28,41,0,30,91,60,41,69,50,24,67308,77917,556,556,0,450,346,73,29,44,0,273,104,1155,709,705,619,86,4,446,41,043,030904,3,410430309043
"Block Group 3, Census Tract 12.02, Lane County, Oregon",549,419,130,549,216,333,549,41,51,26,7,38,119,40,58,9,49,18,28,25,31,9,0,34702,38929,568,549,19,285,224,27,27,0,0,197,61,1053,639,639,540,99,0,414,41,039,001202,3,410390012023
"Block Group 4, Census Tract 15, Lane County, Oregon",518,257,261,518,256,262,518,22,12,0,84,74,113,20,55,0,85,0,53,0,0,0,0,32120,34653,619,518,101,275,127,21,0,21,0,106,148,1030,306,306,306,0,0,724,41,039,001500,4,410390015004
"Block Group 1, Census Tract 15, Lane County, Oregon",445,213,232,445,69,376,445,12,18,21,63,4,8,33,34,19,13,85,71,8,20,36,0,57917,62880,510,445,65,393,204,4,2,2,0,200,189,910,307,307,265,42,0,603,41,039,001500,1,410390015001
"Block Group 2, Census Tract 15, Lane County, Oregon",640,390,250,640,262,378,640,23,119,62,0,147,34,71,23,0,93,37,31,0,0,0,0,29408,-666666666,792,640,152,365,142,0,0,0,0,142,223,1333,821,821,619,202,0,512,41,039,001500,2,410390015002
"Block Group 1, Census Tract 18.01, Lane County, Oregon",712,579,133,712,144,568,712,13,5,59,20,7,60,0,20,30,57,72,91,69,85,61,63,76711,76579,757,712,45,506,388,36,0,36,0,352,118,1671,1000,1000,921,79,0,671,41,039,001801,1,410390018011
"Block Group 1, Census Tract 54, Lane County, Oregon",543,409,134,543,17,526,543,0,0,0,11,47,27,0,11,33,89,65,104,62,47,31,16,71063,85272,556,543,13,377,192,55,17,38,0,137,185,977,646,646,592,54,0,331,41,039,005400,1,410390054001
"Block Group 2, Census Tract 43, Lane County, Oregon",632,486,146,632,125,507,632,72,0,34,0,154,15,40,40,10,65,68,19,77,38,0,0,42563,57500,632,632,0,419,189,13,13,0,0,176,230,1408,1049,1049,1037,12,0,359,41,039,004300,2,410390043002
"Block Group 4, Census Tract 43, Lane County, Oregon",603,496,107,603,174,429,603,27,26,28,0,15,80,20,13,26,59,113,38,83,32,43,0,60987,59492,603,603,0,453,258,87,16,71,0,171,195,1339,903,903,843,60,0,436,41,039,004300,4,410390043004
"Block Group 1, Census Tract 43, Lane County, Oregon",1146,542,604,1146,479,667,1146,144,102,208,76,131,122,0,29,43,16,116,115,34,10,0,0,26144,56818,1190,1146,44,354,161,16,6,10,0,145,193,2224,1103,1103,970,133,0,1121,41,039,004300,1,410390043001
"Block Group 2, Census Tract 38.01, Multnomah County, Oregon",232,174,58,232,33,199,232,0,17,8,0,8,7,0,12,18,0,45,33,19,17,16,32,80313,96250,286,232,54,201,120,28,14,14,0,92,81,537,363,363,353,10,0,174,41,051,003801,2,410510038012
"Block Group 1, Census Tract 42, Multnomah County, Oregon",653,572,81,653,132,521,653,7,0,18,29,0,39,29,28,9,32,51,150,85,53,72,51,87462,101953,764,653,111,382,326,50,0,50,9,267,56,1272,977,977,942,35,0,295,41,051,004200,1,410510042001
"Block Group 3, Census Tract 9703, Wasco County, Oregon",475,306,169,475,89,386,475,14,21,0,50,24,17,56,29,63,62,21,91,8,0,19,0,46840,55147,504,475,29,305,211,0,0,0,0,211,94,822,479,479,479,0,0,343,41,065,970300,3,410659703003
"Block Group 2, Census Tract 9701, Wasco County, Oregon",429,330,99,429,50,379,429,0,0,28,92,15,6,11,6,16,59,60,43,56,8,29,0,55521,61875,429,429,0,317,204,9,0,9,0,195,113,772,450,450,450,0,0,322,41,065,970100,2,410659701002
"Block Group 1, Census Tract 9701, Wasco County, Oregon",879,625,254,879,149,730,879,28,58,19,76,19,36,41,83,33,107,106,151,31,24,32,35,54886,67917,1019,879,140,591,293,16,0,16,0,277,298,1795,867,867,821,46,0,928,41,065,970100,1,410659701001
"Block Group 3, Census Tract 9701, Wasco County, Oregon",307,244,63,307,19,288,307,11,8,7,0,17,8,10,0,0,8,39,130,41,8,20,0,76073,54844,334,307,27,272,222,0,0,0,0,222,50,570,362,362,350,12,0,208,41,065,970100,3,410659701003
"Block Group 1, Census Tract 9708, Wasco County, Oregon",600,439,161,600,54,546,600,21,19,38,21,20,16,23,40,30,40,58,83,90,35,51,15,66071,78958,676,600,76,351,170,0,0,0,0,170,181,1254,828,828,801,27,0,426,41,065,970800,1,410659708001
"Block Group 4, Census Tract 9708, Wasco County, Oregon",636,363,273,636,100,536,636,39,13,53,24,42,32,27,66,31,78,53,71,31,44,14,18,46774,59583,1044,636,408,480,244,26,9,17,0,218,236,1141,403,403,389,14,0,738,41,065,970800,4,410659708004
"Block Group 3, Census Tract 9708, Wasco County, Oregon",170,137,33,170,68,102,170,9,13,3,9,12,11,7,8,13,13,21,13,7,17,14,0,50000,53214,209,170,39,114,50,0,0,0,0,50,64,467,317,317,263,54,0,150,41,065,970800,3,410659708003
"Block Group 2, Census Tract 9708, Wasco County, Oregon",328,237,91,328,78,250,328,12,11,16,20,11,28,42,13,39,47,51,17,13,0,2,6,46250,49044,533,328,205,192,78,17,8,9,0,61,114,836,483,483,479,4,0,353,41,065,970800,2,410659708002
"Block Group 1, Census Tract 329.01, Washington County, Oregon",1094,1023,71,1094,99,995,1094,0,20,0,10,20,8,51,52,47,135,138,151,182,129,109,42,83889,92604,1118,1094,24,933,747,73,9,64,0,674,186,3000,2101,2101,2042,59,0,899,41,067,032901,1,410670329011
"Block Group 1, Census Tract 4.02, Lane County, Oregon",528,421,107,528,53,475,528,30,9,7,16,0,6,64,57,48,37,39,89,57,36,20,13,57917,66103,528,528,0,438,296,0,0,0,0,296,142,1050,637,637,611,26,0,413,41,039,000402,1,410390004021
"Block Group 3, Census Tract 4.02, Lane County, Oregon",554,368,186,554,110,444,554,44,40,23,56,8,43,41,0,0,8,49,88,62,29,41,22,64688,81211,576,554,22,457,228,38,0,38,0,190,229,1103,637,637,611,26,0,466,41,039,000402,3,410390004023
"Block Group 2, Census Tract 4.02, Lane County, Oregon",288,153,135,288,35,253,288,0,0,0,7,48,0,0,41,10,52,40,27,11,11,7,34,54773,65652,345,288,57,267,102,12,0,12,0,90,165,649,239,239,227,12,0,410,41,039,000402,2,410390004022
"Block Group 1, Census Tract 44.01, Lane County, Oregon",908,778,130,908,284,624,908,0,105,0,77,80,108,14,60,120,76,98,75,68,27,0,0,47500,42436,959,908,51,241,169,25,0,25,0,144,72,1952,1377,1377,1259,118,0,575,41,039,004401,1,410390044011
"Block Group 2, Census Tract 2, Lane County, Oregon",539,381,158,539,58,481,539,6,4,31,3,10,13,22,24,11,16,57,168,80,22,55,17,80509,85278,584,539,45,474,322,24,0,24,0,298,152,1322,732,732,705,27,0,590,41,039,000200,2,410390002002
"Block Group 4, Census Tract 2, Lane County, Oregon",573,428,145,573,20,553,573,2,0,5,13,14,8,18,10,24,17,106,63,30,92,153,18,108355,108026,573,573,0,537,374,113,16,97,0,261,163,1452,855,855,849,6,0,597,41,039,000200,4,410390002004
"Block Group 1, Census Tract 26, Lane County, Oregon",1087,894,193,1087,93,994,1087,16,6,75,0,77,60,93,47,83,125,248,107,83,46,21,0,58149,54975,1087,1087,0,371,269,67,10,57,16,186,102,2283,1434,1434,1406,28,0,849,41,039,002600,1,410390026001
"Block Group 3, Census Tract 26, Lane County, Oregon",807,564,243,807,218,589,807,0,49,48,41,77,44,74,39,74,20,113,177,51,0,0,0,46969,61066,885,807,78,538,424,45,0,45,0,379,114,1592,969,969,878,91,0,623,41,039,002600,3,410390026003
"Block Group 4, Census Tract 4.03, Lane County, Oregon",536,395,141,536,34,502,536,65,16,78,14,35,0,56,15,0,19,0,102,110,26,0,0,-666666666,56382,536,536,0,429,368,43,0,43,0,325,61,1215,660,660,639,21,0,555,41,039,000403,4,410390004034
"Block Group 1, Census Tract 4.03, Lane County, Oregon",274,194,80,274,11,263,274,69,0,0,0,0,0,19,71,0,12,9,20,0,74,0,0,41725,60139,312,274,38,239,80,13,0,13,0,67,159,679,374,374,309,65,0,305,41,039,000403,1,410390004031
"Block Group 3, Census Tract 4.03, Lane County, Oregon",685,512,173,685,108,577,685,90,0,46,16,0,58,69,21,104,92,32,83,49,14,11,0,47083,49618,685,685,0,322,157,14,0,14,0,143,165,1221,821,821,803,18,0,400,41,039,000403,3,410390004033
"Block Group 1, Census Tract 9.04, Lane County, Oregon",374,264,110,374,52,322,374,16,20,32,28,10,15,14,0,45,50,27,54,16,31,7,9,55227,73125,374,374,0,292,177,43,12,31,0,134,115,821,437,437,437,0,0,384,41,039,000904,1,410390009041
"Block Group 2, Census Tract 20.02, Lane County, Oregon",1039,819,220,1039,452,587,1039,45,97,29,37,12,22,91,14,14,129,287,133,78,36,15,0,62551,46813,1078,1039,39,441,278,15,0,15,0,263,163,2188,1311,1311,1295,16,0,877,41,039,002002,2,410390020022
"Block Group 4, Census Tract 9703, Malheur County, Oregon",467,272,195,467,221,246,467,51,110,58,18,38,18,0,36,4,7,49,24,32,15,0,7,24028,43409,467,467,0,170,71,22,14,8,0,49,99,827,385,385,375,10,0,442,41,045,970300,4,410459703004
"Block Group 1, Census Tract 67.01, Multnomah County, Oregon",696,608,88,696,7,689,696,16,0,9,7,16,17,8,9,20,7,54,83,85,150,123,92,128906,140179,737,696,41,608,508,82,0,82,8,418,100,1408,1079,1079,1065,14,0,329,41,051,006701,1,410510067011
"Block Group 1, Census Tract 80.02, Multnomah County, Oregon",582,459,123,582,104,478,582,34,16,42,26,9,0,0,22,27,37,85,84,57,104,31,8,74028,82135,675,582,93,518,354,26,0,26,0,328,164,1388,993,993,985,8,0,395,41,051,008002,1,410510080021
"Block Group 2, Census Tract 80.02, Multnomah County, Oregon",499,363,136,499,119,380,499,28,26,18,73,38,44,8,30,31,16,28,53,76,15,6,9,43708,77895,524,499,25,268,160,30,0,30,0,130,108,1003,501,501,491,10,0,502,41,051,008002,2,410510080022
"Block Group 1, Census Tract 89.01, Multnomah County, Oregon",1543,1218,325,1543,251,1292,1543,91,0,15,35,18,86,86,17,59,115,114,145,210,106,203,243,99280,108842,1681,1543,138,1372,1083,161,38,123,0,922,289,4362,2656,2656,2511,145,0,1706,41,051,008901,1,410510089011
"Block Group 2, Census Tract 89.01, Multnomah County, Oregon",1117,960,157,1117,350,767,1117,27,118,37,40,125,51,12,23,88,161,81,130,144,0,31,49,51078,50259,1117,1117,0,625,344,11,0,11,0,333,281,2956,1852,1852,1736,116,0,1104,41,051,008901,2,410510089012
"Block Group 3, Census Tract 324.06, Washington County, Oregon",723,507,216,723,79,644,723,0,53,80,35,0,38,18,63,58,35,85,59,64,98,21,16,52989,83462,774,723,51,332,267,84,38,46,60,123,65,1546,1030,1030,909,121,0,516,41,067,032406,3,410670324063
"Block Group 4, Census Tract 324.06, Washington County, Oregon",1167,1080,87,1167,23,1144,1167,0,15,0,0,19,16,0,13,30,89,166,236,170,150,145,118,99943,101447,1167,1167,0,1069,895,140,29,111,0,755,174,2477,1902,1902,1902,0,0,575,41,067,032406,4,410670324064
"Block Group 3, Census Tract 326.04, Washington County, Oregon",403,329,74,403,187,216,403,74,30,14,0,0,46,94,20,0,21,21,38,45,0,0,0,36284,38095,457,403,54,70,39,39,19,20,0,0,31,1075,736,736,698,38,0,339,41,067,032604,3,410670326043
"Block Group 5, Census Tract 326.04, Washington County, Oregon",719,601,118,719,44,675,719,12,13,10,49,0,13,52,23,0,51,144,58,130,49,79,36,74830,81411,719,719,0,556,432,107,32,75,0,325,124,1436,1088,1088,1063,25,0,348,41,067,032604,5,410670326045
"Block Group 4, Census Tract 326.04, Washington County, Oregon",497,452,45,497,57,440,497,0,19,0,8,14,23,76,0,0,94,0,59,120,25,59,0,78288,79970,535,497,38,433,397,66,0,66,0,331,36,1259,955,955,898,57,0,304,41,067,032604,4,410670326044
"Block Group 1, Census Tract 326.04, Washington County, Oregon",237,197,40,237,0,237,237,14,0,13,36,0,0,27,0,0,20,40,17,57,13,0,0,62578,-666666666,274,237,37,187,160,31,0,31,0,129,27,456,372,372,372,0,0,84,41,067,032604,1,410670326041
"Block Group 2, Census Tract 326.04, Washington County, Oregon",452,376,76,452,61,391,452,0,13,0,13,0,0,54,18,0,18,52,163,82,27,0,12,83026,86357,500,452,48,231,207,0,0,0,0,207,24,1058,763,763,749,14,0,295,41,067,032604,2,410670326042
"Block Group 2, Census Tract 334, Washington County, Oregon",429,367,62,429,20,409,429,15,4,0,9,15,11,23,12,10,31,49,65,46,25,95,19,90313,94605,505,429,76,374,271,14,9,5,13,244,103,1067,647,647,620,27,0,420,41,067,033400,2,410670334002
"Block Group 3, Census Tract 600, Douglas County, Oregon",765,386,379,765,55,710,765,21,40,55,64,0,57,18,0,44,66,58,91,75,44,69,63,66058,85750,815,765,50,639,347,0,0,0,0,347,292,1611,638,638,622,16,0,973,41,019,060000,3,410190600003
"Block Group 2, Census Tract 600, Douglas County, Oregon",395,267,128,395,68,327,395,0,13,42,27,24,10,26,18,0,49,26,48,29,13,50,20,57788,85625,414,395,19,354,212,29,7,22,0,183,142,810,417,417,417,0,0,393,41,019,060000,2,410190600002
"Block Group 2, Census Tract 700, Douglas County, Oregon",907,596,311,907,81,826,907,33,0,37,150,31,60,55,32,42,47,34,149,74,51,64,48,54276,58462,1105,907,198,813,494,33,0,33,0,461,319,2002,911,911,879,32,0,1091,41,019,070000,2,410190700002
"Block Group 3, Census Tract 700, Douglas County, Oregon",612,420,192,612,77,535,612,11,20,0,19,67,63,98,32,20,16,44,44,53,31,61,33,44688,48313,637,612,25,492,237,51,0,51,0,186,255,1303,682,682,659,23,0,621,41,019,070000,3,410190700003
"Block Group 1, Census Tract 700, Douglas County, Oregon",537,345,192,537,43,494,537,0,0,0,79,52,0,63,27,0,10,69,113,17,17,26,64,69007,74097,630,537,93,474,225,0,0,0,0,225,249,1203,569,569,527,42,0,634,41,019,070000,1,410190700001
"Block Group 2, Census Tract 2000, Douglas County, Oregon",396,279,117,396,154,242,396,57,12,46,37,25,13,20,32,8,50,70,15,0,0,11,0,38500,38333,442,396,46,244,112,9,9,0,3,100,132,807,522,522,451,71,0,285,41,019,200000,2,410192000002
"Block Group 4, Census Tract 2000, Douglas County, Oregon",617,372,245,617,222,395,617,68,29,34,45,61,46,41,36,35,75,60,79,0,2,6,0,37721,37721,712,617,95,265,125,0,0,0,0,125,140,1150,558,558,507,51,0,592,41,019,200000,4,410192000004
"Block Group 4, Census Tract 9602, Grant County, Oregon",739,519,220,739,232,507,739,77,51,34,49,53,22,25,47,29,47,36,179,15,27,15,33,46797,60208,851,739,112,458,215,0,0,0,0,215,243,1249,781,781,689,92,0,468,41,023,960200,4,410239602004
"Block Group 5, Census Tract 9602, Grant County, Oregon",382,278,104,382,61,321,382,14,100,19,22,50,20,22,29,9,11,21,33,23,0,2,7,29300,41827,403,382,21,240,132,0,0,0,0,132,108,693,380,380,370,10,0,313,41,023,960200,5,410239602005
"Block Group 1, Census Tract 33.02, Lane County, Oregon",451,390,61,451,114,337,451,32,35,16,21,19,6,11,24,43,22,76,110,25,11,0,0,55750,76250,451,451,0,176,141,21,0,21,0,120,35,905,721,721,693,28,0,184,41,039,003302,1,410390033021
"Block Group 3, Census Tract 33.02, Lane County, Oregon",562,330,232,562,223,339,562,101,44,44,30,88,25,10,64,38,33,21,26,18,9,11,0,28750,41087,604,562,42,282,94,14,0,14,0,80,188,986,479,479,446,33,0,507,41,039,003302,3,410390033023
"Block Group 1, Census Tract 29.04, Lane County, Oregon",465,179,286,465,16,449,465,62,14,25,31,64,10,19,42,7,91,24,34,24,10,0,8,40521,55050,514,465,49,0,0,0,0,0,0,0,0,754,355,355,291,64,0,399,41,039,002904,1,410390029041
"Block Group 2, Census Tract 29.04, Lane County, Oregon",893,472,421,893,134,759,893,50,70,78,13,59,84,56,37,13,52,101,70,71,52,39,48,42466,109375,1043,893,150,147,98,0,0,0,0,98,49,1489,883,883,866,17,0,606,41,039,002904,2,410390029042
"Block Group 3, Census Tract 29.04, Lane County, Oregon",827,683,144,827,88,739,827,40,24,35,41,17,23,8,24,25,92,115,177,37,39,32,98,71691,92083,920,827,93,220,128,7,7,0,0,121,92,1463,1069,1069,1018,51,0,394,41,039,002904,3,410390029043
"Block Group 3, Census Tract 45.02, Lane County, Oregon",956,792,164,956,264,692,956,65,91,43,92,29,64,25,72,28,99,100,51,54,109,25,9,44803,51875,1019,956,63,274,216,43,0,43,0,173,58,1699,1443,1443,1340,103,0,256,41,039,004502,3,410390045023
"Block Group 1, Census Tract 320.05, Washington County, Oregon",286,271,15,286,0,286,286,17,0,3,4,11,3,0,4,0,8,56,66,29,9,47,29,93333,146875,291,286,5,0,0,0,0,0,0,0,0,396,386,386,368,18,0,10,41,067,032005,1,410670320051
"Block Group 2, Census Tract 320.05, Washington County, Oregon",500,445,55,500,37,463,500,37,0,5,15,62,0,26,2,34,24,66,135,78,1,14,1,73250,87898,552,500,52,45,43,1,1,0,0,42,2,796,660,660,628,32,0,136,41,067,032005,2,410670320052
"Block Group 4, Census Tract 320.05, Washington County, Oregon",311,266,45,311,154,157,311,44,12,32,0,25,36,42,30,0,17,30,17,9,3,14,0,35387,40500,320,311,9,0,0,0,0,0,0,0,0,511,390,390,376,14,0,121,41,067,032005,4,410670320054
"Block Group 1, Census Tract 308.06, Washington County, Oregon",1051,890,161,1051,108,943,1051,21,12,29,52,18,42,57,17,30,52,74,190,73,152,114,118,95871,117031,1093,1051,42,726,594,75,17,58,0,519,132,2197,1465,1465,1396,69,0,732,41,067,030806,1,410670308061
"Block Group 1, Census Tract 326.07, Washington County, Oregon",2909,2521,388,2909,68,2841,2909,87,43,54,51,5,76,48,53,38,143,360,530,438,446,215,322,99259,121921,3171,2909,262,855,606,46,20,26,0,560,249,4633,3384,3384,3283,101,0,1249,41,067,032607,1,410670326071
"Block Group 1, Census Tract 326.09, Washington County, Oregon",952,898,54,952,48,904,952,17,5,6,22,7,36,39,32,13,34,133,132,114,73,131,158,100000,127000,978,952,26,477,345,45,22,23,0,300,132,1967,1394,1394,1378,16,0,573,41,067,032609,1,410670326091
"Block Group 1, Census Tract 331.01, Washington County, Oregon",1110,967,143,1110,145,965,1110,57,53,8,124,33,49,36,94,35,49,185,112,85,68,61,61,60654,65045,1193,1110,83,645,525,45,7,38,22,458,120,2443,1633,1633,1513,120,0,810,41,067,033101,1,410670331011
"Block Group 1, Census Tract 331.02, Washington County, Oregon",756,570,186,756,170,586,756,9,17,8,29,61,61,66,40,62,96,103,62,85,17,40,0,55245,58600,768,756,12,363,241,20,0,20,0,221,122,1835,1209,1209,1055,154,0,626,41,067,033102,1,410670331021
"Block Group 3, Census Tract 332, Washington County, Oregon",1107,543,564,1107,239,868,1107,109,165,17,234,87,30,91,48,25,85,6,105,70,0,35,0,27911,47250,1342,1107,235,101,56,0,0,0,0,56,45,1774,910,910,910,0,0,864,41,067,033200,3,410670332003
"Block Group 2, Census Tract 332, Washington County, Oregon",996,900,96,996,263,733,996,45,63,0,63,23,0,38,103,48,86,214,110,92,0,111,0,66364,66080,1045,996,49,546,507,27,0,27,0,480,39,3242,2178,2178,2140,38,0,1064,41,067,033200,2,410670332002
"Block Group 2, Census Tract 319.11, Washington County, Oregon",996,806,190,996,49,947,996,74,0,13,6,41,29,9,16,47,82,117,182,122,23,134,101,87155,89457,996,996,0,788,585,109,0,109,7,469,203,1898,1325,1325,1295,30,0,573,41,067,031911,2,410670319112
"Block Group 3, Census Tract 319.10, Washington County, Oregon",1113,981,132,1113,127,986,1113,35,18,40,32,83,17,32,21,46,29,108,263,56,54,144,135,87366,94970,1245,1113,132,598,388,45,30,15,0,343,210,2247,1744,1744,1665,79,0,503,41,067,031910,3,410670319103
"Block Group 1, Census Tract 45.02, Lane County, Oregon",349,266,83,349,71,278,349,19,54,22,34,34,21,17,17,11,0,20,34,10,29,7,20,32396,103333,349,349,0,135,91,26,0,26,0,65,44,595,376,376,361,15,0,219,41,039,004502,1,410390045021
"Block Group 3, Census Tract 49, Multnomah County, Oregon",940,824,116,940,191,749,940,46,86,0,31,126,18,0,21,22,136,146,109,83,23,59,34,58571,29208,940,940,0,68,46,0,0,0,0,46,22,1424,1207,1207,1109,98,0,217,41,051,004900,3,410510049003
"Block Group 3, Census Tract 51, Multnomah County, Oregon",890,609,281,890,127,763,890,38,120,123,91,141,24,28,23,11,0,43,22,71,46,109,0,27310,109900,917,890,27,202,156,0,0,0,0,156,46,1239,695,695,634,61,0,544,41,051,005100,3,410510051003
"Block Group 3, Census Tract 52, Multnomah County, Oregon",794,644,150,794,100,694,794,83,53,0,0,51,16,13,33,12,106,100,98,34,104,25,66,66625,92757,882,794,88,103,89,33,0,33,0,56,14,1107,799,799,799,0,0,308,41,051,005200,3,410510052003
"Block Group 2, Census Tract 55, Multnomah County, Oregon",758,480,278,758,161,597,758,336,82,26,6,34,8,35,47,0,20,46,19,57,0,0,42,13160,-666666666,830,758,72,78,67,0,0,0,0,67,11,1397,802,802,770,32,0,595,41,051,005500,2,410510055002
"Block Group 2, Census Tract 57, Multnomah County, Oregon",1240,966,274,1240,82,1158,1240,161,12,30,18,36,33,15,64,57,132,110,221,126,52,39,134,66190,78000,1415,1240,175,159,111,0,0,0,0,111,48,1937,1264,1264,1264,0,0,673,41,051,005700,2,410510057002
"Block Group 3, Census Tract 57, Multnomah County, Oregon",607,487,120,607,0,607,607,0,0,15,0,30,0,0,40,18,53,26,123,91,61,55,95,92383,103894,752,607,145,174,140,14,14,0,0,126,34,847,616,616,590,26,0,231,41,051,005700,3,410510057003
"Block Group 4, Census Tract 91.02, Multnomah County, Oregon",772,669,103,772,120,652,772,36,29,0,17,50,39,37,20,95,62,27,63,236,30,31,0,60227,94688,790,772,18,686,425,27,0,27,0,398,261,1750,1184,1184,1172,12,0,566,41,051,009102,4,410510091024
"Block Group 4, Census Tract 303.01, Yamhill County, Oregon",1112,897,215,1112,130,982,1112,37,23,85,16,34,58,11,25,32,122,51,228,95,103,135,57,80221,83125,1149,1112,37,932,629,65,7,58,0,564,303,2352,1598,1598,1540,58,0,754,41,071,030301,4,410710303014
"Block Group 5, Census Tract 303.01, Yamhill County, Oregon",349,294,55,349,20,329,349,6,0,0,0,0,0,19,52,0,35,57,16,60,79,7,18,79792,78125,349,349,0,303,249,10,0,10,0,239,54,792,521,521,521,0,0,271,41,071,030301,5,410710303015
