,hhinc_<10,hhinc_10-15,hhinc_15-20,hhinc_20-25,hhinc_25-30,hhinc_30-35,hhinc_35-40,hhinc_40-45,hhinc_45-50,hhinc_50-60,hhinc_60-75,hhinc_med,GEOID,id,left,top,right,bottom,geometry,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
202,24,18,18,36,7,25,41,47,9,26,31,96587,410510072012,1130,7649661.9918,714452.1747,7660221.9918,725012.1747,POINT (7649661.9918 714452.1747),41,051,007201,2,Block Group 2,G5030,S,894910.0,2309855.0,+45.6072989,-122.6650502,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
203,56,10,12,0,16,21,54,0,28,81,98,89238,410050231001,1298,7691901.9918,629972.1747,7702461.9918,640532.1747,POINT (7691901.9918 629972.1747),41,005,023100,1,Block Group 1,G5030,S,30838993.0,426307.0,+45.3625683,-122.4736614,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
204,56,10,12,0,16,21,54,0,28,81,98,89238,410050231001,1299,7691901.9918,619412.1747,7702461.9918,629972.1747,POINT (7691901.9918 619412.1747),41,005,023100,1,Block Group 1,G5030,S,30838993.0,426307.0,+45.3625683,-122.4736614,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
205,56,10,12,0,16,21,54,0,28,81,98,89238,410050231001,1338,7702461.9918,629972.1747,7713021.9918,640532.1747,POINT (7702461.9918 629972.1747),41,005,023100,1,Block Group 1,G5030,S,30838993.0,426307.0,+45.3625683,-122.4736614,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
206,56,10,12,0,16,21,54,0,28,81,98,89238,410050231001,1339,7702461.9918,619412.1747,7713021.9918,629972.1747,POINT (7702461.9918 619412.1747),41,005,023100,1,Block Group 1,G5030,S,30838993.0,426307.0,+45.3625683,-122.4736614,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
207,36,0,0,0,14,14,13,114,38,26,29,74881,410050231002,1379,7713021.9918,619412.1747,7723581.9918,629972.1747,POINT (7713021.9918 619412.1747),41,005,023100,2,Block Group 2,G5030,S,33361074.0,427882.0,+45.3330989,-122.3981338,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
208,36,0,0,0,14,14,13,114,38,26,29,74881,410050231002,1380,7713021.9918,608852.1747,7723581.9918,619412.1747,POINT (7713021.9918 608852.1747),41,005,023100,2,Block Group 2,G5030,S,33361074.0,427882.0,+45.3330989,-122.3981338,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
209,17,25,14,0,14,29,97,0,97,45,66,76857,410050231003,1259,7681341.9918,619412.1747,7691901.9918,629972.1747,POINT (7681341.9918 619412.1747),41,005,023100,3,Block Group 3,G5030,S,33069413.0,136279.0,+45.3222384,-122.4729656,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
210,17,25,14,0,14,29,97,0,97,45,66,76857,410050231003,1300,7691901.9918,608852.1747,7702461.9918,619412.1747,POINT (7691901.9918 608852.1747),41,005,023100,3,Block Group 3,G5030,S,33069413.0,136279.0,+45.3222384,-122.4729656,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
211,17,25,14,0,14,29,97,0,97,45,66,76857,410050231003,1340,7702461.9918,608852.1747,7713021.9918,619412.1747,POINT (7702461.9918 608852.1747),41,005,023100,3,Block Group 3,G5030,S,33069413.0,136279.0,+45.3222384,-122.4729656,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
212,0,11,0,18,9,0,18,0,8,73,79,98182,410050233002,1416,7723581.9918,651092.1747,7734141.9918,661652.1747,POINT (7723581.9918 651092.1747),41,005,023300,2,Block Group 2,G5030,S,10573473.0,6782.0,+45.4486834,-122.3669306,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
213,0,28,36,17,29,38,10,13,48,11,49,109226,410050233001,1377,7713021.9918,640532.1747,7723581.9918,651092.1747,POINT (7713021.9918 640532.1747),41,005,023300,1,Block Group 1,G5030,S,18578868.0,10041.0,+45.4126556,-122.3903055,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
214,0,28,36,17,29,38,10,13,48,11,49,109226,410050233001,1417,7723581.9918,640532.1747,7734141.9918,651092.1747,POINT (7723581.9918 640532.1747),41,005,023300,1,Block Group 1,G5030,S,18578868.0,10041.0,+45.4126556,-122.3903055,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
215,30,13,9,10,9,9,16,0,12,92,32,80278,410050233003,1376,7713021.9918,651092.1747,7723581.9918,661652.1747,POINT (7713021.9918 651092.1747),41,005,023300,3,Block Group 3,G5030,S,5766682.0,3041.0,+45.4336408,-122.4071299,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
216,26,23,11,13,0,0,0,14,29,22,90,64015,410470104005,948,7596861.9918,524372.1747,7607421.9918,534932.1747,POINT (7596861.9918 524372.1747),41,047,010400,5,Block Group 5,G5030,S,32441629.0,0.0,+45.0545735,-122.8334093,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
217,26,23,11,13,0,0,0,14,29,22,90,64015,410470104005,987,7607421.9918,534932.1747,7617981.9918,545492.1747,POINT (7607421.9918 534932.1747),41,047,010400,5,Block Group 5,G5030,S,32441629.0,0.0,+45.0545735,-122.8334093,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
218,26,23,11,13,0,0,0,14,29,22,90,64015,410470104005,989,7607421.9918,513812.1747,7617981.9918,524372.1747,POINT (7607421.9918 513812.1747),41,047,010400,5,Block Group 5,G5030,S,32441629.0,0.0,+45.0545735,-122.8334093,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
219,19,0,0,9,15,0,18,0,24,61,25,87679,410510099043,1334,7702461.9918,672212.1747,7713021.9918,682772.1747,POINT (7702461.9918 672212.1747),41,051,009904,3,Block Group 3,G5030,S,405449.0,0.0,+45.4949652,-122.4504749,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
220,0,0,28,0,0,0,0,0,0,16,13,150000,410510065013,1055,7628541.9918,661652.1747,7639101.9918,672212.1747,POINT (7628541.9918 661652.1747),41,051,006501,3,Block Group 3,G5030,S,1177878.0,0.0,+45.4613441,-122.7383083,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
221,34,12,0,13,11,0,12,0,0,15,57,82372,410099709001,924,7596861.9918,777812.1747,7607421.9918,788372.1747,POINT (7596861.9918 777812.1747),41,009,970900,1,Block Group 1,G5030,S,54547158.0,23498569.0,+45.7808201,-122.8085753,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
222,34,12,0,13,11,0,12,0,0,15,57,82372,410099709001,963,7607421.9918,788372.1747,7617981.9918,798932.1747,POINT (7607421.9918 788372.1747),41,009,970900,1,Block Group 1,G5030,S,54547158.0,23498569.0,+45.7808201,-122.8085753,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
223,34,12,0,13,11,0,12,0,0,15,57,82372,410099709001,964,7607421.9918,777812.1747,7617981.9918,788372.1747,POINT (7607421.9918 777812.1747),41,009,970900,1,Block Group 1,G5030,S,54547158.0,23498569.0,+45.7808201,-122.8085753,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
224,34,12,0,13,11,0,12,0,0,15,57,82372,410099709001,965,7607421.9918,767252.1747,7617981.9918,777812.1747,POINT (7607421.9918 767252.1747),41,009,970900,1,Block Group 1,G5030,S,54547158.0,23498569.0,+45.7808201,-122.8085753,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
225,34,12,0,13,11,0,12,0,0,15,57,82372,410099709001,1002,7617981.9918,798932.1747,7628541.9918,809492.1747,POINT (7617981.9918 798932.1747),41,009,970900,1,Block Group 1,G5030,S,54547158.0,23498569.0,+45.7808201,-122.8085753,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
226,34,12,0,13,11,0,12,0,0,15,57,82372,410099709001,1004,7617981.9918,777812.1747,7628541.9918,788372.1747,POINT (7617981.9918 777812.1747),41,009,970900,1,Block Group 1,G5030,S,54547158.0,23498569.0,+45.7808201,-122.8085753,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
227,34,12,0,13,11,0,12,0,0,15,57,82372,410099709001,1005,7617981.9918,767252.1747,7628541.9918,777812.1747,POINT (7617981.9918 767252.1747),41,009,970900,1,Block Group 1,G5030,S,54547158.0,23498569.0,+45.7808201,-122.8085753,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
228,44,36,57,37,56,31,90,108,39,99,149,59863,410470105021,1031,7617981.9918,492692.1747,7628541.9918,503252.1747,POINT (7617981.9918 492692.1747),41,047,010502,1,Block Group 1,G5030,S,2664493.0,0.0,+44.9986813,-122.7667272,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
229,17,7,18,45,26,52,18,43,27,41,36,53750,410470017032,833,7565181.9918,471572.1747,7575741.9918,482132.1747,POINT (7565181.9918 471572.1747),41,047,001703,2,Block Group 2,G5030,S,1085015.0,0.0,+44.9357704,-122.9667852,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
230,17,0,16,9,18,23,0,10,8,12,99,97125,410470024001,714,7533501.9918,461012.1747,7544061.9918,471572.1747,POINT (7533501.9918 461012.1747),41,047,002400,1,Block Group 1,G5030,S,4355358.0,0.0,+44.8991280,-123.0851898,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
231,33,0,0,37,28,0,11,0,0,9,69,63398,410470103043,946,7596861.9918,545492.1747,7607421.9918,556052.1747,POINT (7596861.9918 545492.1747),41,047,010304,3,Block Group 3,G5030,S,425575.0,0.0,+45.1406855,-122.8483051,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
232,10,5,9,34,9,4,44,21,53,14,38,63500,410670328001,690,7533501.9918,714452.1747,7544061.9918,725012.1747,POINT (7533501.9918 714452.1747),41,067,032800,1,Block Group 1,G5030,S,64741810.0,0.0,+45.5752844,-123.0518332,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
233,10,5,9,34,9,4,44,21,53,14,38,63500,410670328001,730,7544061.9918,714452.1747,7554621.9918,725012.1747,POINT (7544061.9918 714452.1747),41,067,032800,1,Block Group 1,G5030,S,64741810.0,0.0,+45.5752844,-123.0518332,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
234,10,5,9,34,9,4,44,21,53,14,38,63500,410670328001,731,7544061.9918,703892.1747,7554621.9918,714452.1747,POINT (7544061.9918 703892.1747),41,067,032800,1,Block Group 1,G5030,S,64741810.0,0.0,+45.5752844,-123.0518332,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
235,10,5,9,34,9,4,44,21,53,14,38,63500,410670328001,770,7554621.9918,714452.1747,7565181.9918,725012.1747,POINT (7554621.9918 714452.1747),41,067,032800,1,Block Group 1,G5030,S,64741810.0,0.0,+45.5752844,-123.0518332,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
236,10,5,9,34,9,4,44,21,53,14,38,63500,410670328001,771,7554621.9918,703892.1747,7565181.9918,714452.1747,POINT (7554621.9918 703892.1747),41,067,032800,1,Block Group 1,G5030,S,64741810.0,0.0,+45.5752844,-123.0518332,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
237,10,5,9,34,9,4,44,21,53,14,38,63500,410670328001,772,7554621.9918,693332.1747,7565181.9918,703892.1747,POINT (7554621.9918 693332.1747),41,067,032800,1,Block Group 1,G5030,S,64741810.0,0.0,+45.5752844,-123.0518332,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
238,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1111,7639101.9918,492692.1747,7649661.9918,503252.1747,POINT (7639101.9918 492692.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
239,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1150,7649661.9918,503252.1747,7660221.9918,513812.1747,POINT (7649661.9918 503252.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
240,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1151,7649661.9918,492692.1747,7660221.9918,503252.1747,POINT (7649661.9918 492692.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
241,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1152,7649661.9918,482132.1747,7660221.9918,492692.1747,POINT (7649661.9918 482132.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
242,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1153,7649661.9918,471572.1747,7660221.9918,482132.1747,POINT (7649661.9918 471572.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
243,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1154,7649661.9918,461012.1747,7660221.9918,471572.1747,POINT (7649661.9918 461012.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
244,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1155,7649661.9918,450452.1747,7660221.9918,461012.1747,POINT (7649661.9918 450452.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
245,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1156,7649661.9918,439892.1747,7660221.9918,450452.1747,POINT (7649661.9918 439892.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
246,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1191,7660221.9918,492692.1747,7670781.9918,503252.1747,POINT (7660221.9918 492692.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
247,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1192,7660221.9918,482132.1747,7670781.9918,492692.1747,POINT (7660221.9918 482132.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
248,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1193,7660221.9918,471572.1747,7670781.9918,482132.1747,POINT (7660221.9918 471572.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
249,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1194,7660221.9918,461012.1747,7670781.9918,471572.1747,POINT (7660221.9918 461012.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
250,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1195,7660221.9918,450452.1747,7670781.9918,461012.1747,POINT (7660221.9918 450452.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
251,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1196,7660221.9918,439892.1747,7670781.9918,450452.1747,POINT (7660221.9918 439892.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
252,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1233,7670781.9918,471572.1747,7681341.9918,482132.1747,POINT (7670781.9918 471572.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
253,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1234,7670781.9918,461012.1747,7681341.9918,471572.1747,POINT (7670781.9918 461012.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
254,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1235,7670781.9918,450452.1747,7681341.9918,461012.1747,POINT (7670781.9918 450452.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
255,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1236,7670781.9918,439892.1747,7681341.9918,450452.1747,POINT (7670781.9918 439892.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
256,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1274,7681341.9918,461012.1747,7691901.9918,471572.1747,POINT (7681341.9918 461012.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
257,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1275,7681341.9918,450452.1747,7691901.9918,461012.1747,POINT (7681341.9918 450452.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
258,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1276,7681341.9918,439892.1747,7691901.9918,450452.1747,POINT (7681341.9918 439892.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
259,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1314,7691901.9918,461012.1747,7702461.9918,471572.1747,POINT (7691901.9918 461012.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
260,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1315,7691901.9918,450452.1747,7702461.9918,461012.1747,POINT (7691901.9918 450452.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
261,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1316,7691901.9918,439892.1747,7702461.9918,450452.1747,POINT (7691901.9918 439892.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
262,0,0,0,0,34,0,0,0,20,15,80,77574,410470105012,1355,7702461.9918,450452.1747,7713021.9918,461012.1747,POINT (7702461.9918 450452.1747),41,047,010501,2,Block Group 2,G5030,S,257959029.0,0.0,+44.9071877,-122.5620429,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
263,35,7,51,65,19,56,42,23,97,26,63,45938,410470010003,794,7554621.9918,461012.1747,7565181.9918,471572.1747,POINT (7554621.9918 461012.1747),41,047,001000,3,Block Group 3,G5030,S,10356131.0,0.0,+44.9055746,-123.0033255,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
264,15,14,0,14,14,42,50,39,11,54,41,64597,410510008023,1174,7660221.9918,672212.1747,7670781.9918,682772.1747,POINT (7660221.9918 672212.1747),41,051,000802,3,Block Group 3,G5030,S,374150.0,0.0,+45.4918726,-122.6157622,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
265,186,90,59,0,31,72,19,21,0,28,45,25202,410510011011,1133,7649661.9918,682772.1747,7660221.9918,693332.1747,POINT (7649661.9918 682772.1747),41,051,001101,1,Block Group 1,G5030,S,1159018.0,265042.0,+45.5125924,-122.6623125,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
266,5,31,0,0,40,13,0,51,6,54,43,63750,410050230012,1260,7681341.9918,608852.1747,7691901.9918,619412.1747,POINT (7681341.9918 608852.1747),41,005,023001,2,Block Group 2,G5030,S,12175016.0,80509.0,+45.3047779,-122.4991789,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
267,5,31,0,0,40,13,0,51,6,54,43,63750,410050230012,1261,7681341.9918,598292.1747,7691901.9918,608852.1747,POINT (7681341.9918 598292.1747),41,005,023001,2,Block Group 2,G5030,S,12175016.0,80509.0,+45.3047779,-122.4991789,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
268,5,31,0,0,40,13,0,51,6,54,43,63750,410050230012,1301,7691901.9918,598292.1747,7702461.9918,608852.1747,POINT (7691901.9918 598292.1747),41,005,023001,2,Block Group 2,G5030,S,12175016.0,80509.0,+45.3047779,-122.4991789,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
269,16,0,27,0,17,15,0,0,0,31,33,95806,410050234041,1497,7744701.9918,640532.1747,7755261.9918,651092.1747,POINT (7744701.9918 640532.1747),41,005,023404,1,Block Group 1,G5030,S,5430701.0,152.0,+45.4125699,-122.2905506,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
