NAME,crent_tot,crent_cash,crent<100,crent_100,crent_150,crent_200,crent_250,crent_300,crent_350,crent_400,crent_450,crent_500,crent_550,crent_600,crent_650,crent_700,crent_750,crent_800,crent_900,crent_1k,crent_1250,crent_1500,crent_2k,crent_2500,crent_3k,crent_3500,crent_none,moho_tot,moho<100,moho_100,moho_200,moho_300,moho_400,moho_500,moho_600,moho_700,moho_800,moho_900,moho_1k,moho_1500,moho_2k,moho_2500,moho_3k,moho_no,med_moho,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 221.01, Clackamas County, Oregon",365,365,0,0,0,0,0,0,0,0,0,16,0,0,0,25,53,53,61,84,52,0,21,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022101,1,410050221011
"Block Group 2, Census Tract 9716, Klamath County, Oregon",258,258,0,0,23,0,0,0,0,0,118,67,0,0,8,25,0,0,0,10,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971600,2,410359716002
"Block Group 3, Census Tract 9716, Klamath County, Oregon",457,449,0,0,0,0,0,0,0,52,19,24,80,67,115,92,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,41,035,971600,3,410359716003
"Block Group 3, Census Tract 9712, Klamath County, Oregon",20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971200,3,410359712003
"Block Group 2, Census Tract 9712, Klamath County, Oregon",154,154,0,0,0,0,0,0,0,0,0,25,0,50,14,0,6,6,0,53,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971200,2,410359712002
"Block Group 6, Census Tract 9713, Klamath County, Oregon",80,80,0,0,0,0,0,14,19,0,0,0,0,26,0,0,0,0,0,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971300,6,410359713006
"Block Group 3, Census Tract 9713, Klamath County, Oregon",286,286,0,0,0,34,0,42,0,0,0,175,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971300,3,410359713003
"Block Group 1, Census Tract 9713, Klamath County, Oregon",131,131,0,0,0,0,0,31,0,0,0,51,16,0,17,0,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971300,1,410359713001
"Block Group 5, Census Tract 9713, Klamath County, Oregon",101,101,0,0,0,0,19,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,49,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971300,5,410359713005
"Block Group 2, Census Tract 9709, Klamath County, Oregon",184,173,0,0,0,0,0,0,53,11,0,0,0,42,0,0,0,53,14,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,41,035,970900,2,410359709002
"Block Group 1, Census Tract 9709, Klamath County, Oregon",104,104,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,22,19,17,0,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,970900,1,410359709001
"Block Group 1, Census Tract 9719, Klamath County, Oregon",178,178,0,0,0,0,0,0,0,15,0,33,18,47,17,19,0,11,0,18,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971900,1,410359719001
"Block Group 4, Census Tract 9719, Klamath County, Oregon",389,389,0,0,30,0,0,53,8,34,35,32,0,26,28,20,10,9,51,43,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971900,4,410359719004
"Block Group 2, Census Tract 42, Multnomah County, Oregon",852,852,0,0,0,28,29,0,31,4,0,18,65,9,0,10,23,73,33,216,164,120,29,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,004200,2,410510042002
"Block Group 3, Census Tract 47, Multnomah County, Oregon",961,961,0,0,0,0,0,0,0,0,0,17,0,17,17,46,77,169,106,175,99,74,121,35,8,0,0,,,,,,,,,,,,,,,,,,,41,051,004700,3,410510047003
"Block Group 2, Census Tract 47, Multnomah County, Oregon",465,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,49,222,103,24,7,0,0,12,0,,,,,,,,,,,,,,,,,,,41,051,004700,2,410510047002
"Block Group 1, Census Tract 47, Multnomah County, Oregon",410,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,72,82,112,27,69,29,0,0,,,,,,,,,,,,,,,,,,,41,051,004700,1,410510047001
"Block Group 2, Census Tract 65.02, Multnomah County, Oregon",253,253,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,80,60,27,61,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,006502,2,410510065022
"Block Group 1, Census Tract 65.02, Multnomah County, Oregon",679,679,0,0,0,0,0,0,0,0,0,0,0,19,30,0,164,17,82,257,56,44,10,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,006502,1,410510065021
"Block Group 1, Census Tract 68.02, Multnomah County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,006802,1,410510068021
"Block Group 2, Census Tract 68.02, Multnomah County, Oregon",296,296,0,0,18,0,0,0,0,0,0,0,0,0,0,8,11,0,49,99,80,31,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,006802,2,410510068022
"Block Group 1, Census Tract 75, Multnomah County, Oregon",281,269,0,0,0,0,0,0,0,0,35,0,18,11,0,17,0,28,0,48,52,54,6,0,0,0,12,,,,,,,,,,,,,,,,,,,41,051,007500,1,410510075001
"Block Group 3, Census Tract 75, Multnomah County, Oregon",250,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,67,40,41,34,17,0,0,0,10,,,,,,,,,,,,,,,,,,,41,051,007500,3,410510075003
"Block Group 2, Census Tract 75, Multnomah County, Oregon",109,109,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,31,43,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,007500,2,410510075002
"Block Group 1, Census Tract 78, Multnomah County, Oregon",243,243,0,0,0,0,0,0,0,0,18,4,0,0,36,17,27,0,50,14,32,36,9,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,007800,1,410510078001
"Block Group 2, Census Tract 78, Multnomah County, Oregon",71,60,0,0,0,5,1,0,0,0,0,0,0,0,5,12,0,7,4,6,3,17,0,0,0,0,11,,,,,,,,,,,,,,,,,,,41,051,007800,2,410510078002
"Block Group 1, Census Tract 88, Multnomah County, Oregon",115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,37,24,36,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,008800,1,410510088001
"Block Group 2, Census Tract 88, Multnomah County, Oregon",155,155,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,16,21,4,17,45,32,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,008800,2,410510088002
"Block Group 3, Census Tract 92.01, Multnomah County, Oregon",616,616,0,0,0,11,0,0,0,0,0,78,10,54,40,43,112,40,41,90,29,68,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009201,3,410510092013
"Block Group 1, Census Tract 98.04, Multnomah County, Oregon",263,263,0,16,0,0,9,9,0,0,0,16,0,0,37,17,8,37,0,52,17,45,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009804,1,410510098041
"Block Group 1, Census Tract 99.03, Multnomah County, Oregon",37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,41,051,009903,1,410510099031
"Block Group 4, Census Tract 316.17, Washington County, Oregon",350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,164,104,28,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031617,4,410670316174
"Block Group 3, Census Tract 316.17, Washington County, Oregon",542,542,0,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,0,134,198,172,11,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031617,3,410670316173
"Block Group 2, Census Tract 316.17, Washington County, Oregon",746,746,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,22,0,56,315,294,46,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031617,2,410670316172
"Block Group 1, Census Tract 316.17, Washington County, Oregon",649,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,299,246,0,0,0,0,13,,,,,,,,,,,,,,,,,,,41,067,031617,1,410670316171
"Block Group 1, Census Tract 321.10, Washington County, Oregon",578,567,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,14,0,73,166,250,33,0,0,0,11,,,,,,,,,,,,,,,,,,,41,067,032110,1,410670321101
"Block Group 1, Census Tract 4.06, Jackson County, Oregon",658,658,0,11,9,0,0,0,0,32,0,0,0,14,47,0,110,49,198,59,5,56,32,26,0,10,0,,,,,,,,,,,,,,,,,,,41,029,000406,1,410290004061
"Block Group 2, Census Tract 4.06, Jackson County, Oregon",490,472,0,0,0,0,0,0,0,0,0,0,0,0,15,0,49,85,118,132,61,12,0,0,0,0,18,,,,,,,,,,,,,,,,,,,41,029,000406,2,410290004062
"Block Group 1, Census Tract 5.02, Jackson County, Oregon",201,189,0,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0,45,49,11,49,0,0,0,0,12,,,,,,,,,,,,,,,,,,,41,029,000502,1,410290005021
"Block Group 2, Census Tract 5.02, Jackson County, Oregon",734,724,12,0,21,0,0,6,13,0,0,38,0,125,83,53,40,192,12,37,41,0,51,0,0,0,10,,,,,,,,,,,,,,,,,,,41,029,000502,2,410290005022
"Block Group 3, Census Tract 5.02, Jackson County, Oregon",963,963,0,11,79,15,9,0,67,38,9,33,64,34,9,75,165,185,110,24,12,0,0,13,11,0,0,,,,,,,,,,,,,,,,,,,41,029,000502,3,410290005023
"Block Group 2, Census Tract 10.02, Jackson County, Oregon",188,188,0,0,0,0,0,0,0,9,0,0,0,11,3,39,78,0,26,22,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,029,001002,2,410290010022
"Block Group 1, Census Tract 10.02, Jackson County, Oregon",218,218,0,0,0,12,0,0,0,0,0,0,11,37,0,0,0,7,35,27,55,34,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,029,001002,1,410290010021
"Block Group 3, Census Tract 10.02, Jackson County, Oregon",264,264,9,0,24,21,0,0,0,0,0,9,0,49,41,0,0,20,7,48,36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,029,001002,3,410290010023
"Block Group 1, Census Tract 4.04, Jackson County, Oregon",102,82,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,34,25,17,0,0,0,0,20,,,,,,,,,,,,,,,,,,,41,029,000404,1,410290004041
"Block Group 2, Census Tract 4.04, Jackson County, Oregon",104,92,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,23,8,9,35,0,0,0,0,12,,,,,,,,,,,,,,,,,,,41,029,000404,2,410290004042
"Block Group 3, Census Tract 16.02, Jackson County, Oregon",15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,029,001602,3,410290016023
"Block Group 5, Census Tract 16.02, Jackson County, Oregon",478,432,0,0,0,0,0,0,0,16,0,146,33,85,40,0,18,49,0,16,15,14,0,0,0,0,46,,,,,,,,,,,,,,,,,,,41,029,001602,5,410290016025
"Block Group 1, Census Tract 16.01, Jackson County, Oregon",550,541,0,0,0,0,0,0,0,40,10,7,0,30,18,45,49,133,68,114,27,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,41,029,001601,1,410290016011
"Block Group 2, Census Tract 5.01, Jackson County, Oregon",282,275,0,10,0,0,0,0,0,0,0,24,0,0,12,11,10,38,62,42,36,30,0,0,0,0,7,,,,,,,,,,,,,,,,,,,41,029,000501,2,410290005012
"Block Group 1, Census Tract 5.01, Jackson County, Oregon",417,417,26,0,0,0,0,0,0,9,9,59,23,23,8,37,39,81,81,3,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,029,000501,1,410290005011
"Block Group 2, Census Tract 4.03, Jackson County, Oregon",51,42,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,9,,,,,,,,,,,,,,,,,,,41,029,000403,2,410290004032
"Block Group 2, Census Tract 4.05, Jackson County, Oregon",735,735,0,0,0,32,12,26,11,0,0,37,0,53,0,0,2,159,147,175,75,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,029,000405,2,410290004052
"Block Group 1, Census Tract 316.14, Washington County, Oregon",58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,14,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031614,1,410670316141
"Block Group 1, Census Tract 324.07, Washington County, Oregon",313,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,154,25,86,0,0,0,0,7,,,,,,,,,,,,,,,,,,,41,067,032407,1,410670324071
"Block Group 2, Census Tract 321.08, Washington County, Oregon",184,184,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,32,20,18,68,15,9,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,032108,2,410670321082
"Block Group 3, Census Tract 321.08, Washington County, Oregon",21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,032108,3,410670321083
"Block Group 4, Census Tract 333.01, Washington County, Oregon",53,53,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,34,0,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,033301,4,410670333014
"Block Group 3, Census Tract 18.01, Lane County, Oregon",13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,001801,3,410390018013
"Block Group 3, Census Tract 32.02, Lane County, Oregon",597,586,0,0,39,9,11,0,0,0,16,39,71,108,87,35,52,22,8,47,33,9,0,0,0,0,11,,,,,,,,,,,,,,,,,,,41,039,003202,3,410390032023
"Block Group 2, Census Tract 9400, Umatilla County, Oregon",265,244,12,10,9,4,28,6,16,21,14,46,8,20,4,3,9,3,6,4,11,5,5,0,0,0,21,,,,,,,,,,,,,,,,,,,41,059,940000,2,410599400002
"Block Group 2, Census Tract 222.07, Clackamas County, Oregon",38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,31,,,,,,,,,,,,,,,,,,,41,005,022207,2,410050222072
"Block Group 1, Census Tract 223.01, Clackamas County, Oregon",67,67,0,0,0,0,0,11,0,0,0,0,0,0,0,0,32,0,0,0,0,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022301,1,410050223011
"Block Group 2, Census Tract 223.01, Clackamas County, Oregon",55,37,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,14,0,0,0,0,0,0,0,0,18,,,,,,,,,,,,,,,,,,,41,005,022301,2,410050223012
"Block Group 1, Census Tract 227.08, Clackamas County, Oregon",30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022708,1,410050227081
"Block Group 2, Census Tract 227.08, Clackamas County, Oregon",444,444,0,27,11,21,0,0,0,0,0,0,0,10,7,23,46,49,51,155,9,8,27,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022708,2,410050227082
"Block Group 2, Census Tract 223.02, Clackamas County, Oregon",22,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022302,2,410050223022
"Block Group 3, Census Tract 223.02, Clackamas County, Oregon",303,293,0,0,0,0,0,30,32,0,0,0,0,0,0,0,0,0,0,108,53,70,0,0,0,0,10,,,,,,,,,,,,,,,,,,,41,005,022302,3,410050223023
"Block Group 3, Census Tract 226.05, Clackamas County, Oregon",224,224,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,46,153,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022605,3,410050226053
"Block Group 3, Census Tract 9719, Klamath County, Oregon",71,71,0,0,0,0,0,0,0,0,8,9,28,0,0,0,26,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,035,971900,3,410359719003
"Block Group 4, Census Tract 9720, Klamath County, Oregon",162,162,0,0,0,0,0,0,0,0,0,0,24,34,28,0,18,0,0,31,0,0,0,27,0,0,0,,,,,,,,,,,,,,,,,,,41,035,972000,4,410359720004
"Block Group 1, Census Tract 9720, Klamath County, Oregon",136,127,0,0,0,0,0,0,0,0,0,9,23,0,0,13,0,20,0,46,0,16,0,0,0,0,9,,,,,,,,,,,,,,,,,,,41,035,972000,1,410359720001
"Block Group 1, Census Tract 2, Marion County, Oregon",192,192,0,0,0,0,0,0,0,7,0,0,16,38,0,0,48,22,0,23,6,25,7,0,0,0,0,,,,,,,,,,,,,,,,,,,41,047,000200,1,410470002001
"Block Group 2, Census Tract 2, Marion County, Oregon",384,376,0,0,0,0,0,0,0,0,0,0,0,6,0,47,112,80,0,0,46,70,15,0,0,0,8,,,,,,,,,,,,,,,,,,,41,047,000200,2,410470002002
"Block Group 3, Census Tract 3, Marion County, Oregon",408,408,0,0,0,0,8,0,14,25,37,87,21,31,55,28,43,0,23,28,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,047,000300,3,410470003003
"Block Group 2, Census Tract 3, Marion County, Oregon",182,158,0,0,0,0,0,0,0,0,0,38,10,30,0,15,0,9,9,9,26,12,0,0,0,0,24,,,,,,,,,,,,,,,,,,,41,047,000300,2,410470003002
"Block Group 4, Census Tract 3, Marion County, Oregon",275,267,0,0,9,0,0,0,10,18,34,29,25,0,5,0,20,27,8,82,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,41,047,000300,4,410470003004
"Block Group 2, Census Tract 12, Marion County, Oregon",371,339,0,10,22,0,0,23,0,0,15,32,22,40,26,0,71,28,31,9,0,10,0,0,0,0,32,,,,,,,,,,,,,,,,,,,41,047,001200,2,410470012002
"Block Group 3, Census Tract 9, Marion County, Oregon",169,169,0,0,0,0,0,0,0,0,0,0,15,61,0,0,52,28,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,047,000900,3,410470009003
"Block Group 3, Census Tract 1, Coos County, Oregon",69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,44,0,0,0,0,18,,,,,,,,,,,,,,,,,,,41,011,000100,3,410110001003
"Block Group 4, Census Tract 1, Coos County, Oregon",36,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,000100,4,410110001004
"Block Group 2, Census Tract 1, Coos County, Oregon",76,76,0,0,0,15,0,0,16,0,0,0,0,22,6,5,6,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,000100,2,410110001002
"Block Group 6, Census Tract 1, Coos County, Oregon",63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,54,,,,,,,,,,,,,,,,,,,41,011,000100,6,410110001006
"Block Group 1, Census Tract 1, Coos County, Oregon",55,31,0,0,0,0,0,0,5,0,0,0,0,5,0,15,0,0,0,0,3,3,0,0,0,0,24,,,,,,,,,,,,,,,,,,,41,011,000100,1,410110001001
"Block Group 5, Census Tract 1, Coos County, Oregon",101,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,22,0,0,0,0,21,,,,,,,,,,,,,,,,,,,41,011,000100,5,410110001005
"Block Group 4, Census Tract 13.01, Multnomah County, Oregon",465,465,0,0,0,0,0,0,0,0,0,0,29,0,8,23,8,32,26,163,55,101,8,12,0,0,0,,,,,,,,,,,,,,,,,,,41,051,001301,4,410510013014
"Block Group 2, Census Tract 13.01, Multnomah County, Oregon",182,174,0,0,0,0,0,0,0,0,0,18,0,0,15,8,10,11,11,28,8,65,0,0,0,0,8,,,,,,,,,,,,,,,,,,,41,051,001301,2,410510013012
"Block Group 3, Census Tract 13.01, Multnomah County, Oregon",214,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,26,116,23,8,0,0,10,,,,,,,,,,,,,,,,,,,41,051,001301,3,410510013013
"Block Group 2, Census Tract 14, Multnomah County, Oregon",266,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,64,105,30,0,0,0,0,17,,,,,,,,,,,,,,,,,,,41,051,001400,2,410510014002
"Block Group 1, Census Tract 14, Multnomah County, Oregon",453,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,124,63,18,87,21,0,0,17,,,,,,,,,,,,,,,,,,,41,051,001400,1,410510014001
"Block Group 5, Census Tract 14, Multnomah County, Oregon",161,161,0,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,18,13,11,52,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,001400,5,410510014005
"Block Group 3, Census Tract 14, Multnomah County, Oregon",205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,15,31,33,35,34,0,0,0,,,,,,,,,,,,,,,,,,,41,051,001400,3,410510014003
"Block Group 4, Census Tract 14, Multnomah County, Oregon",180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,15,71,0,14,0,0,0,,,,,,,,,,,,,,,,,,,41,051,001400,4,410510014004
"Block Group 4, Census Tract 25.02, Multnomah County, Oregon",297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,56,0,102,64,56,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,002502,4,410510025024
"Block Group 3, Census Tract 25.02, Multnomah County, Oregon",696,676,18,0,0,0,0,0,0,0,0,0,0,21,0,51,0,85,74,206,89,67,65,0,0,0,20,,,,,,,,,,,,,,,,,,,41,051,002502,3,410510025023
"Block Group 3, Census Tract 27.01, Multnomah County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,002701,3,410510027013
"Block Group 1, Census Tract 27.01, Multnomah County, Oregon",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,002701,1,410510027011
"Block Group 1, Census Tract 13.01, Multnomah County, Oregon",364,364,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,103,74,129,17,0,6,0,0,,,,,,,,,,,,,,,,,,,41,051,001301,1,410510013011
"Block Group 1, Census Tract 37.01, Multnomah County, Oregon",231,231,0,0,0,0,0,0,0,0,32,0,0,34,10,0,0,10,10,60,0,62,0,0,0,13,0,,,,,,,,,,,,,,,,,,,41,051,003701,1,410510037011
"Block Group 4, Census Tract 39.02, Multnomah County, Oregon",42,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,8,0,0,0,7,,,,,,,,,,,,,,,,,,,41,051,003902,4,410510039024
"Block Group 2, Census Tract 39.02, Multnomah County, Oregon",188,174,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,9,9,36,40,49,0,0,0,14,,,,,,,,,,,,,,,,,,,41,051,003902,2,410510039022
"Block Group 3, Census Tract 39.02, Multnomah County, Oregon",34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,7,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003902,3,410510039023
"Block Group 2, Census Tract 48, Multnomah County, Oregon",673,673,31,0,0,44,0,0,6,0,27,75,17,0,31,0,0,29,104,201,41,36,31,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,004800,2,410510048002
"Block Group 2, Census Tract 49, Multnomah County, Oregon",822,802,0,0,39,92,0,38,0,23,0,14,0,77,0,0,82,42,112,97,121,65,0,0,0,0,20,,,,,,,,,,,,,,,,,,,41,051,004900,2,410510049002
"Block Group 2, Census Tract 67.02, Multnomah County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,006702,2,410510067022
"Block Group 4, Census Tract 105, Multnomah County, Oregon",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,010500,4,410510105004
"Block Group 2, Census Tract 105, Multnomah County, Oregon",33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,11,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,41,051,010500,2,410510105002
"Block Group 3, Census Tract 105, Multnomah County, Oregon",93,81,0,0,20,15,0,21,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,41,051,010500,3,410510105003
"Block Group 3, Census Tract 95.02, Multnomah County, Oregon",540,532,0,0,31,0,0,0,0,0,16,0,0,0,0,31,18,81,46,227,75,7,0,0,0,0,8,,,,,,,,,,,,,,,,,,,41,051,009502,3,410510095023
"Block Group 1, Census Tract 95.02, Multnomah County, Oregon",52,24,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,28,,,,,,,,,,,,,,,,,,,41,051,009502,1,410510095021
"Block Group 2, Census Tract 104.07, Multnomah County, Oregon",406,406,0,0,0,0,0,0,0,0,0,0,0,24,8,26,0,0,53,168,87,32,8,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,010407,2,410510104072
"Block Group 3, Census Tract 104.07, Multnomah County, Oregon",220,220,0,0,0,0,0,29,0,0,0,0,0,0,0,23,0,7,17,90,26,28,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,010407,3,410510104073
"Block Group 4, Census Tract 20, Multnomah County, Oregon",709,709,0,0,0,0,0,0,0,26,0,0,0,0,16,0,14,18,77,104,224,215,15,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,002000,4,410510020004
"Block Group 3, Census Tract 20, Multnomah County, Oregon",654,654,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,99,138,136,136,130,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,002000,3,410510020003
"Block Group 2, Census Tract 317.03, Washington County, Oregon",90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,41,9,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031703,2,410670317032
"Block Group 2, Census Tract 313, Washington County, Oregon",549,519,0,0,0,0,0,0,0,17,16,0,0,12,0,0,66,12,119,105,142,14,16,0,0,0,30,,,,,,,,,,,,,,,,,,,41,067,031300,2,410670313002
"Block Group 2, Census Tract 320.01, Washington County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,032001,2,410670320012
"Block Group 2, Census Tract 20, Multnomah County, Oregon",242,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97,78,52,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,002000,2,410510020002
"Block Group 1, Census Tract 31, Multnomah County, Oregon",303,303,0,0,0,0,0,9,0,0,0,0,0,0,0,16,8,0,42,50,32,68,50,9,19,0,0,,,,,,,,,,,,,,,,,,,41,051,003100,1,410510031001
"Block Group 4, Census Tract 31, Multnomah County, Oregon",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,41,051,003100,4,410510031004
