NAME,tran_tot,tran_veh,tran_alone,tran_pool,tran_2-pe,tran_3-pe,tran_4-pe,tran_5- pe,tran_7-pe,tran_pub,tran_bus,tran_rail,tran_lrail,tran_trol,tran_boat,tran_cab,tran_mot,tran_bic,tran_walk,tran_oth,tran_home,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 9501, Baker County, Oregon",292,235,198,37,31,4,2,0,0,0,0,0,0,0,0,0,0,0,34,2,21,41,001,950100,1,410019501001
"Block Group 3, Census Tract 9504, Baker County, Oregon",403,355,311,44,44,0,0,0,0,0,0,0,0,0,0,0,4,10,18,0,16,41,001,950400,3,410019504003
"Block Group 1, Census Tract 9504, Baker County, Oregon",522,460,378,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,41,001,950400,1,410019504001
"Block Group 1, Census Tract 9506, Baker County, Oregon",153,121,90,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,41,001,950600,1,410019506001
"Block Group 3, Census Tract 9502, Baker County, Oregon",382,362,344,18,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,41,001,950200,3,410019502003
"Block Group 2, Census Tract 9505, Baker County, Oregon",219,172,104,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,41,001,950500,2,410019505002
"Block Group 1, Census Tract 9505, Baker County, Oregon",735,598,556,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,77,41,001,950500,1,410019505001
"Block Group 1, Census Tract 3611, Josephine County, Oregon",619,604,563,41,41,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,41,033,361100,1,410333611001
"Block Group 3, Census Tract 3611, Josephine County, Oregon",737,654,575,79,59,20,0,0,0,17,17,0,0,0,0,0,0,0,0,0,66,41,033,361100,3,410333611003
"Block Group 4, Census Tract 3613, Josephine County, Oregon",592,503,452,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,41,033,361300,4,410333613004
"Block Group 2, Census Tract 16.04, Marion County, Oregon",422,405,366,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,41,047,001604,2,410470016042
"Block Group 2, Census Tract 214, Clackamas County, Oregon",553,353,325,28,28,0,0,0,0,121,106,0,15,0,0,0,0,16,7,0,56,41,005,021400,2,410050214002
"Block Group 3, Census Tract 214, Clackamas County, Oregon",530,413,398,15,15,0,0,0,0,117,88,29,0,0,0,0,0,0,0,0,0,41,005,021400,3,410050214003
"Block Group 1, Census Tract 9718, Klamath County, Oregon",424,406,366,40,32,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,14,41,035,971800,1,410359718001
"Block Group 2, Census Tract 9703, Klamath County, Oregon",141,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,41,035,970300,2,410359703002
"Block Group 1, Census Tract 9703, Klamath County, Oregon",98,98,85,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,035,970300,1,410359703001
"Block Group 3, Census Tract 9703, Klamath County, Oregon",306,306,301,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,035,970300,3,410359703003
"Block Group 4, Census Tract 9703, Klamath County, Oregon",381,381,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,035,970300,4,410359703004
"Block Group 2, Census Tract 9705, Klamath County, Oregon",195,146,141,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,18,41,035,970500,2,410359705002
"Block Group 1, Census Tract 9705, Klamath County, Oregon",353,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,73,41,035,970500,1,410359705001
"Block Group 3, Census Tract 9711, Klamath County, Oregon",639,619,564,55,0,55,0,0,0,9,9,0,0,0,0,0,0,0,0,0,11,41,035,971100,3,410359711003
"Block Group 4, Census Tract 9711, Klamath County, Oregon",338,338,302,36,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,035,971100,4,410359711004
"Block Group 1, Census Tract 9711, Klamath County, Oregon",418,418,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,035,971100,1,410359711001
"Block Group 2, Census Tract 9711, Klamath County, Oregon",1112,1038,977,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,41,035,971100,2,410359711002
"Block Group 2, Census Tract 106, Marion County, Oregon",671,622,533,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,41,047,010600,2,410470106002
"Block Group 3, Census Tract 106, Marion County, Oregon",181,141,103,38,38,0,0,0,0,2,2,0,0,0,0,0,0,0,12,1,25,41,047,010600,3,410470106003
"Block Group 3, Census Tract 13, Marion County, Oregon",384,360,318,42,34,8,0,0,0,9,9,0,0,0,0,0,0,0,0,0,15,41,047,001300,3,410470013003
"Block Group 1, Census Tract 13, Marion County, Oregon",1031,925,892,33,26,0,0,0,7,0,0,0,0,0,0,0,0,28,47,0,31,41,047,001300,1,410470013001
"Block Group 3, Census Tract 15.01, Marion County, Oregon",710,690,633,57,57,0,0,0,0,7,7,0,0,0,0,0,0,13,0,0,0,41,047,001501,3,410470015013
"Block Group 1, Census Tract 15.01, Marion County, Oregon",710,623,576,47,35,12,0,0,0,0,0,0,0,0,0,0,26,0,35,0,26,41,047,001501,1,410470015011
"Block Group 4, Census Tract 16.02, Marion County, Oregon",1057,1023,927,96,61,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,047,001602,4,410470016024
"Block Group 2, Census Tract 16.02, Marion County, Oregon",804,598,426,172,42,0,130,0,0,0,0,0,0,0,0,0,0,22,35,0,149,41,047,001602,2,410470016022
"Block Group 1, Census Tract 16.02, Marion County, Oregon",1247,1144,919,225,124,59,42,0,0,34,34,0,0,0,0,0,0,0,0,55,14,41,047,001602,1,410470016021
"Block Group 3, Census Tract 18.02, Marion County, Oregon",771,732,633,99,35,35,29,0,0,20,20,0,0,0,0,0,0,0,19,0,0,41,047,001802,3,410470018023
"Block Group 2, Census Tract 18.02, Marion County, Oregon",721,655,556,99,99,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,41,047,001802,2,410470018022
"Block Group 1, Census Tract 23.01, Marion County, Oregon",1160,1086,1015,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,53,41,047,002301,1,410470023011
"Block Group 1, Census Tract 107.02, Marion County, Oregon",454,438,362,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,41,047,010702,1,410470107021
"Block Group 2, Census Tract 107.02, Marion County, Oregon",1292,1254,1019,235,223,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,34,41,047,010702,2,410470107022
"Block Group 4, Census Tract 108.01, Marion County, Oregon",316,316,235,81,49,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,41,047,010801,4,410470108014
"Block Group 5, Census Tract 108.01, Marion County, Oregon",802,802,669,133,59,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,047,010801,5,410470108015
"Block Group 1, Census Tract 108.01, Marion County, Oregon",631,612,536,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,047,010801,1,410470108011
"Block Group 2, Census Tract 108.01, Marion County, Oregon",385,385,360,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,047,010801,2,410470108012
"Block Group 2, Census Tract 232.01, Clackamas County, Oregon",1034,891,830,61,61,0,0,0,0,9,9,0,0,0,0,0,0,0,11,19,104,41,005,023201,2,410050232012
"Block Group 1, Census Tract 232.01, Clackamas County, Oregon",1060,943,887,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,109,41,005,023201,1,410050232011
"Block Group 1, Census Tract 236, Clackamas County, Oregon",481,377,320,57,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,41,005,023600,1,410050236001
"Block Group 3, Census Tract 243.02, Clackamas County, Oregon",778,676,611,65,53,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,102,41,005,024302,3,410050243023
"Block Group 2, Census Tract 203.04, Clackamas County, Oregon",611,594,539,55,31,24,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,41,005,020304,2,410050203042
"Block Group 1, Census Tract 203.04, Clackamas County, Oregon",1062,915,832,83,83,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,103,41,005,020304,1,410050203041
"Block Group 1, Census Tract 212, Clackamas County, Oregon",488,343,326,17,17,0,0,0,0,51,21,0,0,30,0,0,0,0,41,0,53,41,005,021200,1,410050212001
