NAME,B25003_001E,B25003_002E,B25003_003E,state,county,tract,block group
"Block Group 1, Census Tract 10, Multnomah County, Oregon",377,148,229,41,051,001000,1
"Block Group 5, Census Tract 10, Multnomah County, Oregon",580,279,301,41,051,001000,5
"Block Group 1, Census Tract 12.01, Multnomah County, Oregon",444,38,406,41,051,001201,1
"Block Group 3, Census Tract 12.02, Multnomah County, Oregon",395,247,148,41,051,001202,3
"Block Group 4, Census Tract 13.01, Jackson County, Oregon",727,622,105,41,029,001301,4
"Block Group 1, Census Tract 21, Jackson County, Oregon",867,456,411,41,029,002100,1
"Block Group 4, Census Tract 29, Jackson County, Oregon",483,215,268,41,029,002900,4
"Block Group 3, Census Tract 29, Jackson County, Oregon",651,426,225,41,029,002900,3
"Block Group 4, Census Tract 18, Jackson County, Oregon",1004,280,724,41,029,001800,4
"Block Group 1, Census Tract 20, Jackson County, Oregon",634,210,424,41,029,002000,1
"Block Group 1, Census Tract 26, Jackson County, Oregon",566,394,172,41,029,002600,1
"Block Group 2, Census Tract 28, Jackson County, Oregon",960,804,156,41,029,002800,2
"Block Group 2, Census Tract 8, Jackson County, Oregon",954,723,231,41,029,000800,2
"Block Group 3, Census Tract 7, Jackson County, Oregon",225,161,64,41,029,000700,3
"Block Group 3, Census Tract 500.01, Douglas County, Oregon",545,329,216,41,019,050001,3
"Block Group 2, Census Tract 1800, Douglas County, Oregon",240,214,26,41,019,180000,2
"Block Group 3, Census Tract 1800, Douglas County, Oregon",278,199,79,41,019,180000,3
"Block Group 5, Census Tract 9714, Klamath County, Oregon",583,546,37,41,035,971400,5
"Block Group 4, Census Tract 9714, Klamath County, Oregon",492,439,53,41,035,971400,4
"Block Group 3, Census Tract 9715, Klamath County, Oregon",252,191,61,41,035,971500,3
"Block Group 2, Census Tract 9718, Klamath County, Oregon",306,98,208,41,035,971800,2
"Block Group 1, Census Tract 102, Benton County, Oregon",761,596,165,41,003,010200,1
"Block Group 4, Census Tract 11.01, Benton County, Oregon",224,34,190,41,003,001101,4
"Block Group 5, Census Tract 317.04, Washington County, Oregon",312,277,35,41,067,031704,5
"Block Group 3, Census Tract 317.04, Washington County, Oregon",337,305,32,41,067,031704,3
"Block Group 3, Census Tract 11.01, Benton County, Oregon",221,10,211,41,003,001101,3
"Block Group 2, Census Tract 9702, Columbia County, Oregon",497,367,130,41,009,970200,2
"Block Group 1, Census Tract 9708, Columbia County, Oregon",708,312,396,41,009,970800,1
"Block Group 5, Census Tract 9703, Columbia County, Oregon",364,203,161,41,009,970300,5
"Block Group 1, Census Tract 9703, Columbia County, Oregon",427,312,115,41,009,970300,1
"Block Group 1, Census Tract 21.02, Lane County, Oregon",1029,412,617,41,039,002102,1
"Block Group 1, Census Tract 9603, Tillamook County, Oregon",388,240,148,41,057,960300,1
"Block Group 3, Census Tract 91.02, Multnomah County, Oregon",365,47,318,41,051,009102,3
"Block Group 3, Census Tract 31.01, Lane County, Oregon",1150,592,558,41,039,003101,3
"Block Group 4, Census Tract 221.01, Clackamas County, Oregon",527,362,165,41,005,022101,4
"Block Group 4, Census Tract 227.02, Clackamas County, Oregon",298,264,34,41,005,022702,4
"Block Group 3, Census Tract 98.03, Multnomah County, Oregon",556,442,114,41,051,009803,3
"Block Group 3, Census Tract 20, Deschutes County, Oregon",1407,979,428,41,017,002000,3
"Block Group 1, Census Tract 21, Deschutes County, Oregon",921,613,308,41,017,002100,1
"Block Group 3, Census Tract 16, Deschutes County, Oregon",1439,584,855,41,017,001600,3
"Block Group 3, Census Tract 11, Deschutes County, Oregon",2642,1886,756,41,017,001100,3
"Block Group 1, Census Tract 7, Deschutes County, Oregon",698,640,58,41,017,000700,1
"Block Group 1, Census Tract 333.01, Washington County, Oregon",1321,1174,147,41,067,033301,1
"Block Group 2, Census Tract 241, Clackamas County, Oregon",629,602,27,41,005,024100,2
"Block Group 2, Census Tract 206, Clackamas County, Oregon",1168,994,174,41,005,020600,2
"Block Group 2, Census Tract 203.03, Clackamas County, Oregon",564,328,236,41,005,020303,2
"Block Group 1, Census Tract 208, Clackamas County, Oregon",794,204,590,41,005,020800,1
"Block Group 1, Census Tract 9708, Klamath County, Oregon",569,480,89,41,035,970800,1
"Block Group 1, Census Tract 9716, Klamath County, Oregon",203,105,98,41,035,971600,1
"Block Group 1, Census Tract 9712, Klamath County, Oregon",462,246,216,41,035,971200,1
"Block Group 2, Census Tract 9713, Klamath County, Oregon",270,95,175,41,035,971300,2
"Block Group 4, Census Tract 9713, Klamath County, Oregon",238,192,46,41,035,971300,4
"Block Group 3, Census Tract 13, Deschutes County, Oregon",654,352,302,41,017,001300,3
"Block Group 2, Census Tract 14, Deschutes County, Oregon",315,186,129,41,017,001400,2
"Block Group 4, Census Tract 15, Deschutes County, Oregon",375,102,273,41,017,001500,4
"Block Group 2, Census Tract 15, Deschutes County, Oregon",621,245,376,41,017,001500,2
"Block Group 2, Census Tract 17, Deschutes County, Oregon",1042,543,499,41,017,001700,2
"Block Group 4, Census Tract 20, Deschutes County, Oregon",772,556,216,41,017,002000,4
"Block Group 2, Census Tract 9702, Union County, Oregon",548,433,115,41,061,970200,2
"Block Group 3, Census Tract 9705, Union County, Oregon",481,353,128,41,061,970500,3
"Block Group 3, Census Tract 9701, Union County, Oregon",220,172,48,41,061,970100,3
"Block Group 3, Census Tract 9704, Union County, Oregon",322,174,148,41,061,970400,3
"Block Group 2, Census Tract 9703, Columbia County, Oregon",310,251,59,41,009,970300,2
"Block Group 2, Census Tract 9707, Columbia County, Oregon",246,153,93,41,009,970700,2
"Block Group 2, Census Tract 56, Multnomah County, Oregon",429,16,413,41,051,005600,2
"Block Group 3, Census Tract 324.04, Washington County, Oregon",396,351,45,41,067,032404,3
"Block Group 1, Census Tract 314.04, Washington County, Oregon",660,287,373,41,067,031404,1
"Block Group 1, Census Tract 34.02, Multnomah County, Oregon",675,172,503,41,051,003402,1
"Block Group 3, Census Tract 35.01, Multnomah County, Oregon",380,278,102,41,051,003501,3
"Block Group 5, Census Tract 1, Lane County, Oregon",344,232,112,41,039,000100,5
"Block Group 2, Census Tract 1, Lane County, Oregon",532,522,10,41,039,000100,2
"Block Group 1, Census Tract 5, Lane County, Oregon",363,241,122,41,039,000500,1
"Block Group 1, Census Tract 8, Lane County, Oregon",242,149,93,41,039,000800,1
"Block Group 2, Census Tract 19.03, Lane County, Oregon",316,175,141,41,039,001903,2
"Block Group 1, Census Tract 40, Lane County, Oregon",692,20,672,41,039,004000,1
"Block Group 3, Census Tract 44.01, Lane County, Oregon",233,195,38,41,039,004401,3
"Block Group 2, Census Tract 44.01, Lane County, Oregon",766,285,481,41,039,004401,2
"Block Group 2, Census Tract 7, Coos County, Oregon",267,99,168,41,011,000700,2
"Block Group 5, Census Tract 7, Coos County, Oregon",297,174,123,41,011,000700,5
"Block Group 2, Census Tract 10, Coos County, Oregon",673,446,227,41,011,001000,2
"Block Group 5, Census Tract 10, Coos County, Oregon",411,294,117,41,011,001000,5
"Block Group 4, Census Tract 10, Coos County, Oregon",592,371,221,41,011,001000,4
"Block Group 2, Census Tract 315.09, Washington County, Oregon",237,227,10,41,067,031509,2
"Block Group 3, Census Tract 10.01, Jackson County, Oregon",1139,827,312,41,029,001001,3
"Block Group 4, Census Tract 7, Jackson County, Oregon",592,458,134,41,029,000700,4
"Block Group 3, Census Tract 239.02, Clackamas County, Oregon",436,243,193,41,005,023902,3
"Block Group 2, Census Tract 319.04, Washington County, Oregon",657,511,146,41,067,031904,2
"Block Group 3, Census Tract 315.12, Washington County, Oregon",1318,836,482,41,067,031512,3
"Block Group 4, Census Tract 9702, Morrow County, Oregon",159,108,51,41,049,970200,4
"Block Group 3, Census Tract 9702, Morrow County, Oregon",324,120,204,41,049,970200,3
"Block Group 3, Census Tract 313, Washington County, Oregon",615,194,421,41,067,031300,3
"Block Group 3, Census Tract 103.06, Multnomah County, Oregon",424,180,244,41,051,010306,3
"Block Group 2, Census Tract 205.05, Clackamas County, Oregon",439,404,35,41,005,020505,2
"Block Group 2, Census Tract 204.03, Clackamas County, Oregon",412,406,6,41,005,020403,2
"Block Group 3, Census Tract 221.05, Clackamas County, Oregon",890,666,224,41,005,022105,3
"Block Group 2, Census Tract 221.08, Clackamas County, Oregon",921,213,708,41,005,022108,2
"Block Group 2, Census Tract 222.06, Clackamas County, Oregon",1829,1316,513,41,005,022206,2
"Block Group 2, Census Tract 222.08, Clackamas County, Oregon",825,782,43,41,005,022208,2
"Block Group 4, Census Tract 319.07, Washington County, Oregon",357,357,0,41,067,031907,4
"Block Group 1, Census Tract 318.13, Washington County, Oregon",1156,889,267,41,067,031813,1
"Block Group 2, Census Tract 23.02, Lane County, Oregon",541,456,85,41,039,002302,2
"Block Group 2, Census Tract 7.08, Lane County, Oregon",442,345,97,41,039,000708,2
"Block Group 1, Census Tract 7.07, Lane County, Oregon",765,613,152,41,039,000707,1
"Block Group 2, Census Tract 25.04, Lane County, Oregon",887,391,496,41,039,002504,2
"Block Group 1, Census Tract 44.05, Lane County, Oregon",599,535,64,41,039,004405,1
"Block Group 3, Census Tract 9602, Tillamook County, Oregon",348,239,109,41,057,960200,3
"Block Group 1, Census Tract 95.01, Multnomah County, Oregon",1106,719,387,41,051,009501,1
"Block Group 1, Census Tract 94, Multnomah County, Oregon",827,771,56,41,051,009400,1
"Block Group 1, Census Tract 9703, Union County, Oregon",276,214,62,41,061,970300,1
"Block Group 2, Census Tract 9707, Union County, Oregon",307,161,146,41,061,970700,2
"Block Group 1, Census Tract 324.06, Washington County, Oregon",277,107,170,41,067,032406,1
"Block Group 3, Census Tract 19, Multnomah County, Oregon",411,354,57,41,051,001900,3
"Block Group 2, Census Tract 19, Multnomah County, Oregon",468,445,23,41,051,001900,2
"Block Group 3, Census Tract 25.01, Multnomah County, Oregon",324,301,23,41,051,002501,3
"Block Group 2, Census Tract 25.01, Multnomah County, Oregon",338,308,30,41,051,002501,2
"Block Group 1, Census Tract 26, Multnomah County, Oregon",364,347,17,41,051,002600,1
"Block Group 5, Census Tract 29.02, Multnomah County, Oregon",576,543,33,41,051,002902,5
"Block Group 3, Census Tract 29.02, Multnomah County, Oregon",462,372,90,41,051,002902,3
"Block Group 3, Census Tract 203.03, Clackamas County, Oregon",1148,887,261,41,005,020303,3
"Block Group 3, Census Tract 9709, Malheur County, Oregon",284,187,97,41,045,970900,3
"Block Group 3, Census Tract 229.05, Clackamas County, Oregon",543,376,167,41,005,022905,3
"Block Group 2, Census Tract 230.02, Clackamas County, Oregon",896,819,77,41,005,023002,2
"Block Group 2, Census Tract 9601, Wheeler County, Oregon",380,285,95,41,069,960100,2
"Block Group 3, Census Tract 312, Washington County, Oregon",1385,537,848,41,067,031200,3
"Block Group 1, Census Tract 9400, Malheur County, Oregon",0,0,0,41,045,940000,1
"Block Group 2, Census Tract 9709, Malheur County, Oregon",254,162,92,41,045,970900,2
"Block Group 2, Census Tract 208.02, Linn County, Oregon",642,265,377,41,043,020802,2
"Block Group 2, Census Tract 208.01, Linn County, Oregon",733,210,523,41,043,020801,2
"Block Group 1, Census Tract 239.01, Clackamas County, Oregon",1890,1392,498,41,005,023901,1
"Block Group 3, Census Tract 11, Marion County, Oregon",700,234,466,41,047,001100,3
"Block Group 4, Census Tract 20, Marion County, Oregon",1226,651,575,41,047,002000,4
"Block Group 3, Census Tract 203.04, Clackamas County, Oregon",938,348,590,41,005,020304,3
"Block Group 3, Census Tract 22.02, Marion County, Oregon",1179,717,462,41,047,002202,3
"Block Group 1, Census Tract 21.01, Marion County, Oregon",683,123,560,41,047,002101,1
"Block Group 1, Census Tract 25.01, Marion County, Oregon",1382,1088,294,41,047,002501,1
"Block Group 3, Census Tract 23.04, Marion County, Oregon",1034,324,710,41,047,002304,3
"Block Group 2, Census Tract 102.02, Marion County, Oregon",784,635,149,41,047,010202,2
"Block Group 4, Census Tract 102.02, Marion County, Oregon",999,752,247,41,047,010202,4
"Block Group 3, Census Tract 103.07, Marion County, Oregon",716,626,90,41,047,010307,3
"Block Group 1, Census Tract 22.01, Marion County, Oregon",584,468,116,41,047,002201,1
"Block Group 3, Census Tract 315.08, Washington County, Oregon",485,129,356,41,067,031508,3
"Block Group 1, Census Tract 315.11, Washington County, Oregon",851,688,163,41,067,031511,1
"Block Group 2, Census Tract 318.06, Washington County, Oregon",614,511,103,41,067,031806,2
"Block Group 1, Census Tract 322, Washington County, Oregon",1670,1469,201,41,067,032200,1
"Block Group 1, Census Tract 332, Washington County, Oregon",300,162,138,41,067,033200,1
"Block Group 2, Census Tract 210, Clackamas County, Oregon",1023,681,342,41,005,021000,2
"Block Group 1, Census Tract 215, Clackamas County, Oregon",842,727,115,41,005,021500,1
"Block Group 1, Census Tract 226.02, Clackamas County, Oregon",852,772,80,41,005,022602,1
"Block Group 3, Census Tract 227.02, Clackamas County, Oregon",446,416,30,41,005,022702,3
"Block Group 2, Census Tract 9510, Lincoln County, Oregon",560,168,392,41,041,951000,2
"Block Group 1, Census Tract 9706, Klamath County, Oregon",593,404,189,41,035,970600,1
"Block Group 3, Census Tract 9709, Klamath County, Oregon",490,212,278,41,035,970900,3
"Block Group 2, Census Tract 9719, Klamath County, Oregon",329,103,226,41,035,971900,2
"Block Group 2, Census Tract 9720, Klamath County, Oregon",453,233,220,41,035,972000,2
"Block Group 3, Census Tract 9720, Klamath County, Oregon",629,387,242,41,035,972000,3
"Block Group 3, Census Tract 2, Marion County, Oregon",580,231,349,41,047,000200,3
"Block Group 1, Census Tract 3, Marion County, Oregon",522,242,280,41,047,000300,1
"Block Group 1, Census Tract 12, Marion County, Oregon",805,435,370,41,047,001200,1
"Block Group 2, Census Tract 25.02, Multnomah County, Oregon",539,114,425,41,051,002502,2
"Block Group 1, Census Tract 25.02, Multnomah County, Oregon",248,175,73,41,051,002502,1
"Block Group 2, Census Tract 27.01, Multnomah County, Oregon",494,466,28,41,051,002701,2
"Block Group 4, Census Tract 37.01, Multnomah County, Oregon",307,230,77,41,051,003701,4
"Block Group 1, Census Tract 39.02, Multnomah County, Oregon",256,174,82,41,051,003902,1
"Block Group 1, Census Tract 48, Multnomah County, Oregon",730,167,563,41,051,004800,1
"Block Group 1, Census Tract 49, Multnomah County, Oregon",1449,329,1120,41,051,004900,1
"Block Group 1, Census Tract 67.02, Multnomah County, Oregon",914,443,471,41,051,006702,1
"Block Group 1, Census Tract 105, Multnomah County, Oregon",346,321,25,41,051,010500,1
"Block Group 3, Census Tract 82.01, Multnomah County, Oregon",314,189,125,41,051,008201,3
"Block Group 3, Census Tract 38.03, Multnomah County, Oregon",558,315,243,41,051,003803,3
"Block Group 2, Census Tract 63, Multnomah County, Oregon",444,422,22,41,051,006300,2
"Block Group 3, Census Tract 32, Multnomah County, Oregon",322,266,56,41,051,003200,3
"Block Group 1, Census Tract 32, Multnomah County, Oregon",480,181,299,41,051,003200,1
"Block Group 2, Census Tract 33.02, Multnomah County, Oregon",921,390,531,41,051,003302,2
"Block Group 3, Census Tract 34.01, Multnomah County, Oregon",278,234,44,41,051,003401,3
"Block Group 1, Census Tract 3.02, Multnomah County, Oregon",483,470,13,41,051,000302,1
"Block Group 3, Census Tract 320.05, Washington County, Oregon",929,235,694,41,067,032005,3
"Block Group 2, Census Tract 308.05, Washington County, Oregon",365,239,126,41,067,030805,2
"Block Group 2, Census Tract 319.07, Washington County, Oregon",402,362,40,41,067,031907,2
"Block Group 1, Census Tract 9, Deschutes County, Oregon",985,299,686,41,017,000900,1
"Block Group 1, Census Tract 18, Deschutes County, Oregon",969,378,591,41,017,001800,1
"Block Group 4, Census Tract 18, Deschutes County, Oregon",795,185,610,41,017,001800,4
"Block Group 3, Census Tract 2, Deschutes County, Oregon",631,237,394,41,017,000200,3
"Block Group 4, Census Tract 2, Deschutes County, Oregon",350,248,102,41,017,000200,4
"Block Group 4, Census Tract 3, Deschutes County, Oregon",763,719,44,41,017,000300,4
"Block Group 5, Census Tract 5, Deschutes County, Oregon",832,791,41,41,017,000500,5
"Block Group 3, Census Tract 9504, Curry County, Oregon",866,577,289,41,015,950400,3
"Block Group 2, Census Tract 9504, Curry County, Oregon",616,456,160,41,015,950400,2
"Block Group 2, Census Tract 96.03, Multnomah County, Oregon",652,332,320,41,051,009603,2
"Block Group 3, Census Tract 9708, Union County, Oregon",457,296,161,41,061,970800,3
"Block Group 2, Census Tract 9708, Union County, Oregon",370,140,230,41,061,970800,2
"Block Group 5, Census Tract 203, Linn County, Oregon",1315,1156,159,41,043,020300,5
"Block Group 3, Census Tract 203, Linn County, Oregon",493,155,338,41,043,020300,3
"Block Group 3, Census Tract 204, Linn County, Oregon",594,213,381,41,043,020400,3
"Block Group 3, Census Tract 305, Linn County, Oregon",557,428,129,41,043,030500,3
"Block Group 4, Census Tract 16.02, Jackson County, Oregon",393,380,13,41,029,001602,4
"Block Group 2, Census Tract 16.02, Jackson County, Oregon",815,422,393,41,029,001602,2
"Block Group 2, Census Tract 16.01, Jackson County, Oregon",622,522,100,41,029,001601,2
"Block Group 1, Census Tract 4.03, Jackson County, Oregon",1324,902,422,41,029,000403,1
"Block Group 2, Census Tract 316.14, Washington County, Oregon",1084,650,434,41,067,031614,2
"Block Group 2, Census Tract 324.07, Washington County, Oregon",1031,721,310,41,067,032407,2
"Block Group 1, Census Tract 321.08, Washington County, Oregon",510,458,52,41,067,032108,1
"Block Group 1, Census Tract 9800, Multnomah County, Oregon",0,0,0,41,051,980000,1
"Block Group 1, Census Tract 9400, Umatilla County, Oregon",356,317,39,41,059,940000,1
"Block Group 1, Census Tract 222.07, Clackamas County, Oregon",1458,1433,25,41,005,022207,1
"Block Group 3, Census Tract 223.01, Clackamas County, Oregon",401,250,151,41,005,022301,3
"Block Group 1, Census Tract 223.02, Clackamas County, Oregon",637,597,40,41,005,022302,1
"Block Group 1, Census Tract 226.06, Clackamas County, Oregon",1872,1687,185,41,005,022606,1
"Block Group 2, Census Tract 226.05, Clackamas County, Oregon",1030,553,477,41,005,022605,2
"Block Group 2, Census Tract 1, Benton County, Oregon",735,178,557,41,003,000100,2
"Block Group 1, Census Tract 6, Benton County, Oregon",921,217,704,41,003,000600,1
"Block Group 2, Census Tract 47, Lane County, Oregon",322,183,139,41,039,004700,2
"Block Group 4, Census Tract 50, Lane County, Oregon",571,502,69,41,039,005000,4
"Block Group 2, Census Tract 50, Lane County, Oregon",701,317,384,41,039,005000,2
"Block Group 3, Census Tract 44.03, Lane County, Oregon",346,68,278,41,039,004403,3
"Block Group 2, Census Tract 48, Lane County, Oregon",472,289,183,41,039,004800,2
"Block Group 2, Census Tract 9.03, Lane County, Oregon",648,548,100,41,039,000903,2
"Block Group 3, Census Tract 13.02, Lane County, Oregon",622,406,216,41,039,001302,3
"Block Group 1, Census Tract 13.02, Lane County, Oregon",581,449,132,41,039,001302,1
"Block Group 5, Census Tract 16, Lane County, Oregon",458,361,97,41,039,001600,5
"Block Group 2, Census Tract 21.01, Lane County, Oregon",639,277,362,41,039,002101,2
"Block Group 1, Census Tract 334, Washington County, Oregon",367,348,19,41,067,033400,1
"Block Group 1, Census Tract 302, Washington County, Oregon",662,430,232,41,067,030200,1
"Block Group 2, Census Tract 308.01, Washington County, Oregon",570,552,18,41,067,030801,2
"Block Group 1, Census Tract 316.11, Washington County, Oregon",1056,509,547,41,067,031611,1
"Block Group 1, Census Tract 17.01, Multnomah County, Oregon",235,153,82,41,051,001701,1
"Block Group 2, Census Tract 9706, Columbia County, Oregon",292,179,113,41,009,970600,2
"Block Group 4, Census Tract 9706, Columbia County, Oregon",671,641,30,41,009,970600,4
"Block Group 3, Census Tract 9709, Columbia County, Oregon",1169,856,313,41,009,970900,3
"Block Group 1, Census Tract 9512, Lincoln County, Oregon",584,478,106,41,041,951200,1
"Block Group 1, Census Tract 101, Marion County, Oregon",272,203,69,41,047,010100,1
"Block Group 1, Census Tract 221.03, Clackamas County, Oregon",1316,887,429,41,005,022103,1
"Block Group 1, Census Tract 229.01, Clackamas County, Oregon",1382,1188,194,41,005,022901,1
"Block Group 4, Census Tract 235, Clackamas County, Oregon",219,219,0,41,005,023500,4
"Block Group 4, Census Tract 238, Clackamas County, Oregon",887,593,294,41,005,023800,4
"Block Group 2, Census Tract 49, Lane County, Oregon",744,243,501,41,039,004900,2
"Block Group 2, Census Tract 3, Lane County, Oregon",452,326,126,41,039,000300,2
"Block Group 2, Census Tract 11.01, Lane County, Oregon",621,286,335,41,039,001101,2
"Block Group 2, Census Tract 11.02, Lane County, Oregon",654,352,302,41,039,001102,2
"Block Group 1, Census Tract 14, Lane County, Oregon",630,568,62,41,039,001400,1
"Block Group 2, Census Tract 17, Lane County, Oregon",321,256,65,41,039,001700,2
"Block Group 2, Census Tract 24.01, Lane County, Oregon",647,590,57,41,039,002401,2
"Block Group 2, Census Tract 500.02, Douglas County, Oregon",407,195,212,41,019,050002,2
"Block Group 1, Census Tract 1000, Douglas County, Oregon",411,255,156,41,019,100000,1
"Block Group 3, Census Tract 1200, Douglas County, Oregon",500,346,154,41,019,120000,3
"Block Group 6, Census Tract 1200, Douglas County, Oregon",287,178,109,41,019,120000,6
"Block Group 4, Census Tract 900, Douglas County, Oregon",638,418,220,41,019,090000,4
"Block Group 3, Census Tract 900, Douglas County, Oregon",1341,1014,327,41,019,090000,3
"Block Group 1, Census Tract 309.02, Linn County, Oregon",378,295,83,41,043,030902,1
"Block Group 4, Census Tract 309.03, Linn County, Oregon",675,468,207,41,043,030903,4
"Block Group 2, Census Tract 309.03, Linn County, Oregon",441,197,244,41,043,030903,2
"Block Group 2, Census Tract 309.04, Linn County, Oregon",744,352,392,41,043,030904,2
"Block Group 2, Census Tract 201, Linn County, Oregon",788,522,266,41,043,020100,2
"Block Group 1, Census Tract 206, Linn County, Oregon",1264,450,814,41,043,020600,1
"Block Group 5, Census Tract 206, Linn County, Oregon",423,323,100,41,043,020600,5
"Block Group 4, Census Tract 304.02, Linn County, Oregon",506,325,181,41,043,030402,4
"Block Group 3, Census Tract 304.02, Linn County, Oregon",495,400,95,41,043,030402,3
"Block Group 3, Census Tract 308, Linn County, Oregon",686,347,339,41,043,030800,3
"Block Group 4, Census Tract 1300, Douglas County, Oregon",678,494,184,41,019,130000,4
"Block Group 3, Census Tract 9, Coos County, Oregon",426,202,224,41,011,000900,3
"Block Group 5, Census Tract 9, Coos County, Oregon",261,167,94,41,011,000900,5
"Block Group 1, Census Tract 9501, Curry County, Oregon",451,404,47,41,015,950100,1
"Block Group 3, Census Tract 310.05, Washington County, Oregon",563,116,447,41,067,031005,3
"Block Group 1, Census Tract 9515, Lincoln County, Oregon",457,339,118,41,041,951500,1
"Block Group 1, Census Tract 9513, Lincoln County, Oregon",487,435,52,41,041,951300,1
"Block Group 3, Census Tract 5, Benton County, Oregon",410,323,87,41,003,000500,3
"Block Group 2, Census Tract 9, Benton County, Oregon",269,160,109,41,003,000900,2
"Block Group 1, Census Tract 9, Benton County, Oregon",325,311,14,41,003,000900,1
"Block Group 2, Census Tract 10.02, Benton County, Oregon",618,243,375,41,003,001002,2
"Block Group 2, Census Tract 25.01, Lane County, Oregon",754,557,197,41,039,002501,2
"Block Group 2, Census Tract 238, Clackamas County, Oregon",382,312,70,41,005,023800,2
"Block Group 1, Census Tract 216.01, Clackamas County, Oregon",374,209,165,41,005,021601,1
"Block Group 2, Census Tract 9701, Klamath County, Oregon",870,713,157,41,035,970100,2
"Block Group 1, Census Tract 30.02, Jackson County, Oregon",571,526,45,41,029,003002,1
"Block Group 3, Census Tract 25, Jackson County, Oregon",208,182,26,41,029,002500,3
"Block Group 3, Census Tract 9, Jackson County, Oregon",291,278,13,41,029,000900,3
"Block Group 2, Census Tract 14, Jackson County, Oregon",902,782,120,41,029,001400,2
"Block Group 1, Census Tract 23, Jackson County, Oregon",262,238,24,41,029,002300,1
"Block Group 2, Census Tract 2.01, Jackson County, Oregon",500,212,288,41,029,000201,2
"Block Group 3, Census Tract 15, Jackson County, Oregon",261,195,66,41,029,001500,3
"Block Group 1, Census Tract 2000, Douglas County, Oregon",454,359,95,41,019,200000,1
"Block Group 3, Census Tract 9602, Grant County, Oregon",698,550,148,41,023,960200,3
"Block Group 1, Census Tract 9602, Grant County, Oregon",353,285,68,41,023,960200,1
"Block Group 1, Census Tract 308, Linn County, Oregon",345,256,89,41,043,030800,1
"Block Group 5, Census Tract 308, Linn County, Oregon",673,309,364,41,043,030800,5
"Block Group 2, Census Tract 301, Linn County, Oregon",517,342,175,41,043,030100,2
"Block Group 1, Census Tract 9608, Tillamook County, Oregon",411,275,136,41,057,960800,1
"Block Group 1, Census Tract 9606, Tillamook County, Oregon",172,118,54,41,057,960600,1
"Block Group 2, Census Tract 9606, Tillamook County, Oregon",429,333,96,41,057,960600,2
"Block Group 1, Census Tract 9601, Tillamook County, Oregon",553,481,72,41,057,960100,1
"Block Group 2, Census Tract 9604, Tillamook County, Oregon",650,274,376,41,057,960400,2
"Block Group 2, Census Tract 13.01, Lane County, Oregon",604,330,274,41,039,001301,2
"Block Group 1, Census Tract 18.03, Lane County, Oregon",519,406,113,41,039,001803,1
"Block Group 2, Census Tract 19.04, Lane County, Oregon",929,287,642,41,039,001904,2
"Block Group 1, Census Tract 20.01, Lane County, Oregon",798,555,243,41,039,002001,1
"Block Group 2, Census Tract 5, Deschutes County, Oregon",169,169,0,41,017,000500,2
"Block Group 3, Census Tract 7.05, Lane County, Oregon",596,206,390,41,039,000705,3
"Block Group 2, Census Tract 25.03, Lane County, Oregon",768,749,19,41,039,002503,2
"Block Group 2, Census Tract 44.04, Lane County, Oregon",410,322,88,41,039,004404,2
"Block Group 1, Census Tract 9603.02, Jefferson County, Oregon",240,200,40,41,031,960302,1
"Block Group 2, Census Tract 9502, Curry County, Oregon",801,522,279,41,015,950200,2
"Block Group 3, Census Tract 9503.01, Curry County, Oregon",607,358,249,41,015,950301,3
"Block Group 2, Census Tract 12.01, Lane County, Oregon",445,388,57,41,039,001201,2
"Block Group 3, Census Tract 31.02, Lane County, Oregon",1269,0,1269,41,039,003102,3
"Block Group 1, Census Tract 27, Lane County, Oregon",874,523,351,41,039,002700,1
"Block Group 1, Census Tract 32.01, Lane County, Oregon",274,97,177,41,039,003201,1
"Block Group 1, Census Tract 12.02, Lane County, Oregon",684,575,109,41,039,001202,1
"Block Group 3, Census Tract 15, Lane County, Oregon",325,224,101,41,039,001500,3
"Block Group 2, Census Tract 18.01, Lane County, Oregon",778,562,216,41,039,001801,2
"Block Group 3, Census Tract 54, Lane County, Oregon",846,768,78,41,039,005400,3
"Block Group 4, Census Tract 54, Lane County, Oregon",383,168,215,41,039,005400,4
"Block Group 3, Census Tract 43, Lane County, Oregon",445,228,217,41,039,004300,3
"Block Group 1, Census Tract 38.01, Multnomah County, Oregon",560,348,212,41,051,003801,1
"Block Group 1, Census Tract 2, Lane County, Oregon",609,486,123,41,039,000200,1
"Block Group 3, Census Tract 2, Lane County, Oregon",307,297,10,41,039,000200,3
"Block Group 2, Census Tract 26, Lane County, Oregon",558,424,134,41,039,002600,2
"Block Group 2, Census Tract 4.03, Lane County, Oregon",590,458,132,41,039,000403,2
"Block Group 2, Census Tract 9.04, Lane County, Oregon",904,712,192,41,039,000904,2
"Block Group 1, Census Tract 20.02, Lane County, Oregon",987,822,165,41,039,002002,1
"Block Group 1, Census Tract 24.03, Lane County, Oregon",797,644,153,41,039,002403,1
"Block Group 1, Census Tract 73, Multnomah County, Oregon",186,78,108,41,051,007300,1
"Block Group 3, Census Tract 89.01, Multnomah County, Oregon",602,585,17,41,051,008901,3
"Block Group 3, Census Tract 90, Multnomah County, Oregon",1247,480,767,41,051,009000,3
"Block Group 1, Census Tract 92.02, Multnomah County, Oregon",796,466,330,41,051,009202,1
"Block Group 4, Census Tract 52.02, Polk County, Oregon",1210,929,281,41,053,005202,4
